filename
180608-10-top-experiment
180608-09-top-acclimate
180608-08-bottom-acclimate
180608-07-bottom-experiment
180608-07-bottom-acclimate
180608-06-top-experiment
180608-06-top-acclimate
180608-06-bottom-acclimate
180608-05-top-acclimate
180608-04-bottom-experiment
180608-03-top-acclimate
180608-03-bottom-experiment
180608-01-top-experiment
180608-01-top-acclimate
180601-06-top-acclimate
180601-06-bottom-acclimate
180601-05-bottom-acclimate
180601-03-top-acclimate
180601-02-bottom-acclimate
180531-03-top-experiment
180531-03-bottom-acclimate
180529-10-bottom-experiment
180529-09-bottom-acclimate
180529-07-bottom-experiment
180529-07-bottom-acclimate
180529-04-top-experiment
180529-04-top-acclimate
180529-04-bottom-experiment
180529-04-bottom-acclimate
180529-03-top-experiment
180529-03-top-acclimate
170607-09-top-experiment
170607-08-top-experiment
170607-07-bottom-experiment
170607-07-bottom-acclimate
170607-05-top-acclimate
170607-03-top-acclimate
170605-11-top-experiment
170605-11-top-acclimate
170605-11-bottom-experiment
170605-10-top-acclimate
170605-09-top-acclimate
170605-08-top-experiment
170605-07-top-experiment
170605-07-top-acclimate
170605-06-bottom-acclimate
170605-04-top-acclimate
170605-04-bottom-experiment
170605-02-top-acclimate
170601-04-top-experiment
170601-04-bottom-experiment
170601-03-top-experiment
170601-01-bottom-experiment
170531-11-top-acclimate
170531-11-bottom-experiment
170531-08-top-acclimate
170531-07-top-experiment
170531-05-top-experiment
170531-05-top-acclimate
170531-04-top-experiment
170531-04-top-acclimate
170530-06-top-experiment
170530-06-top-acclimate
170530-05-top-acclimate
170530-05-bottom-experiment
170530-03-top-experiment
170530-03-bottom-acclimate
170530-01-bottom-experiment
170526-05-top-acclimate
170526-05-bottom-acclimate
170526-02-top-acclimate
170525-02-bottom-experiment
170525-01-top-experiment
170525-01-bottom-experiment
170524-11-top-experiment
170524-10-top-experiment
170524-10-top-acclimate
170524-08-top-experiment
170524-08-top-acclimate
170524-06-top-experiment
170524-03-top-experiment
170523-12-top-acclimate
170523-12-bottom-experiment
170523-11-top-experiment
170523-08-bottom-experiment
170523-07-top-acclimate
170523-04-top-experiment
