animal_ID,larvae_length_pixel_raw,larvae_length_pixel,tray_width_pixel,larvae_length_mm,treatment_odor,starved,hatch_date,acclimate_start,experiment_start,sex,dead
170407-05-top,40,40,540,5.9,naive_100ul_left_milliQ_water,no,170402,13:42,13:57,f,no
170407-06-top,39,39,543,5.7,naive_100ul_left_milliQ_water,no,170402,14:15,14:30,f,no
170407-07-top,42,42,542,6.2,naive_100ul_left_milliQ_water,no,170402,14:48,15:03,f,no
170407-08-top,41,41,546,6,naive_100ul_left_milliQ_water,no,170402,15:21,15:36,m,no
170407-09-top,41,41,549,6,naive_100ul_left_milliQ_water,no,170402,15:55,16:10,m,no
170407-10-top,42,42,545,6.2,naive_100ul_left_milliQ_water,no,170402,16:30,16:45,f,no
170413-11-top,43,43,543,6.3,naive_100ul_left_milliQ_water,no,170408,14:40,14:55,,yes
170413-12-top,42,42,545,6.2,naive_100ul_left_milliQ_water,no,170408,15:17,15:32,m,no
170413-13-top,46,46,547,6.7,naive_100ul_left_milliQ_water,no,170408,15:50,16:05,m,no
170413-14-top,50,50,549,7.3,naive_100ul_left_milliQ_water,no,170408,16:25,16:40,f,no
170413-15-top,46,46,548,6.7,naive_100ul_left_milliQ_water,no,170408,16:57,17:12,f,no
170414-16-top,51,51,536,7.6,naive_100ul_left_milliQ_water,no,170409,13:40,13:55,f,no
170414-17-top,51,51,541,7.5,naive_100ul_left_milliQ_water,no,170409,14:14,14:29,f,no
170414-18-top,42,42,545,6.2,naive_100ul_left_milliQ_water,no,170409,14:47,15:02,f,no
170414-19-top,49,49,548,7.2,naive_100ul_left_milliQ_water,no,170409,15:21,15:36,f,no
170414-20-top,46,46,548,6.7,naive_100ul_left_milliQ_water,no,170409,15:55,16:10,f,no
170428-01-bottom,35,35,496,5.6,naive_100ul_left_food_05percent,1day,170423,13:54,14:09,m,no
170428-01-top,46,46,540,6.8,naive_100ul_left_food_05percent,1day,170423,13:54,14:09,f,no
170428-02-bottom,39,39,487,6.4,naive_100ul_left_food_05percent,1day,170423,14:30,14:45,m,no
170428-02-top,42.359,42,515,6.5,naive_100ul_left_food_05percent,1day,170423,14:30,14:45,f,no
170428-03-bottom,39,39,505,6.2,naive_100ul_left_food_05percent,1day,170423,15:06,15:21,f,no
170428-03-top,37,37,518,5.7,naive_100ul_left_food_05percent,1day,170423,15:06,15:21,m,no
170428-04-bottom,39,39,511,6.1,naive_100ul_left_food_05percent,1day,170423,15:43,15:58,f,no
170428-04-top,40,40,522,6.1,naive_100ul_left_food_05percent,1day,170423,15:43,15:58,f,no
170428-05-bottom,37,37,499,5.9,naive_100ul_left_food_05percent,1day,170423,16:21,16:36,f,no
170428-05-top,46,46,521,7.1,naive_100ul_left_food_05percent,1day,170423,16:21,16:36,f,no
170501-01-bottom,34,34,504,5.4,naive_100ul_left_food_05percent,1day,170426,15:40,15:55,f,no
170501-01-top,37,37,517,5.7,naive_100ul_left_food_05percent,1day,170426,15:40,15:55,m,no
170501-02-bottom,33,33,496,5.3,naive_100ul_left_food_05percent,1day,170426,16:16,16:31,f,no
170501-02-top,34,34,505,5.4,naive_100ul_left_food_05percent,1day,170426,16:16,16:31,m,no
170504-01-bottom,36,36,529,5.4,naive_100ul_left_food_05percent,1day,170429,14:40,14:55,m,no
170504-01-top,40,40,541,5.9,naive_100ul_left_food_05percent,1day,170429,14:40,14:55,f,no
170504-02-bottom,33,33,532,5,naive_100ul_left_food_05percent,1day,170429,15:26,15:41,m,no
170504-02-top,36,36,540,5.3,naive_100ul_left_food_05percent,1day,170429,15:26,15:41,m,no
170504-03-bottom,39,39,528,5.9,naive_100ul_left_food_05percent,1day,170429,16:02,16:17,m,no
170504-03-top,41,41,546,6,naive_100ul_left_food_05percent,1day,170429,16:02,16:17,f,no
170504-04-bottom,34,34,529,5.1,naive_100ul_left_food_05percent,1day,170429,16:38,16:53,m,no
170504-04-top,35,35,554,5.1,naive_100ul_left_food_05percent,1day,170429,16:38,16:53,f,no
170505-01-bottom,38,38,520,5.8,naive_100ul_left_food_05percent,1day,170430,14:35,14:50,f,no
170505-01-top,38,38,545,5.6,naive_100ul_left_food_05percent,1day,170430,14:35,14:50,m,no
170505-02-bottom,39,39,526,5.9,naive_100ul_left_food_05percent,1day,170430,15:10,15:25,f,no
170505-02-top,39,39,549,5.7,naive_100ul_left_food_05percent,1day,170430,15:10,15:25,f,no
170505-03-bottom,32,32,528,4.8,naive_100ul_left_food_05percent,1day,170430,15:43,15:58,f,no
170505-03-top,36,36,540,5.3,naive_100ul_left_food_05percent,1day,170430,15:43,15:58,m,no
170505-04-bottom,34,34,523,5.2,naive_100ul_left_food_05percent,1day,170430,16:30,16:45,f,no
170505-04-top,34,34,550,4.9,naive_100ul_left_food_05percent,1day,170430,16:30,16:45,,yes
170508-01-bottom,37,37,527,5.6,naive_100ul_left_milliQ_water,no,170503,15:44,15:59,f,no
170508-01-top,35,35,542,5.2,naive_100ul_left_milliQ_water,no,170503,15:44,15:59,m,no
170508-02-bottom,35,35,529,5.3,naive_100ul_left_milliQ_water,no,170503,16:18,16:33,f,no
170508-02-top,42,42,545,6.2,naive_100ul_left_milliQ_water,no,170503,16:18,16:33,m,no
170508-03-bottom,45,45,530,6.8,naive_100ul_left_milliQ_water,no,170503,16:52,17:07,f,no
170508-03-top,41,41,547,6,naive_100ul_left_milliQ_water,no,170503,16:52,17:07,,yes
170512-01-bottom,47,47,524,7.2,naive_100ul_left_milliQ_water,no,170507,13:34,13:39,f,no
170512-01-top,49,49,541,7.2,naive_100ul_left_milliQ_water,no,170507,13:34,13:39,f,no
170512-02-bottom,41,41,528,6.2,naive_100ul_left_milliQ_water,no,170507,14:09,14:24,f,no
170512-02-top,49,49,540,7.3,naive_100ul_left_milliQ_water,no,170507,14:09,14:24,f,no
170512-03-bottom,44,44,530,6.6,naive_100ul_left_milliQ_water,no,170507,14:45,15:00,m,no
170512-03-top,36,36,548,5.3,naive_100ul_left_milliQ_water,no,170507,14:45,15:00,m,no
170512-04-bottom,42,42,535,6.3,naive_100ul_left_milliQ_water,no,170507,15:22,15:37,f,no
170512-04-top,48,48,545,7,naive_100ul_left_milliQ_water,no,170507,15:22,15:37,f,no
170512-05-bottom,41,41,534,6.1,naive_100ul_left_milliQ_water,no,170507,16:01,16:16,f,no
170512-05-top,45,45,543,6.6,naive_100ul_left_milliQ_water,no,170507,16:01,16:16,m,no
170512-06-bottom,40,40,525,6.1,naive_100ul_left_milliQ_water,no,170507,16:36,16:57,m,no
170512-06-top,47,47,552,6.8,naive_100ul_left_milliQ_water,no,170507,16:36,16:57,f,no
170515-01-bottom,43,43,517,6.7,naive_100ul_left_food_05percent,no,170510,15:44,15:59,f,no
170515-01-top,46,46,549,6.7,naive_100ul_left_food_05percent,no,170510,15:44,15:59,f,no
170515-02-bottom,43,43,530,6.5,naive_100ul_left_food_05percent,no,170510,16:20,16:35,f,no
170515-02-top,41,41,550,6,naive_100ul_left_food_05percent,no,170510,16:20,16:35,m,no
170517-01-bottom,40,40,532,6,naive_100ul_left_food_05percent,no,170512,10:20,10:35,f,no
170517-01-top,44,44,545,6.5,naive_100ul_left_food_05percent,no,170512,10:20,10:35,,yes
170517-02-bottom,41,41,533,6.2,naive_100ul_left_food_05percent,no,170512,10:55,11:10,f,no
170517-02-top,44,44,543,6.5,naive_100ul_left_food_05percent,no,170512,10:55,11:10,f,no
170517-03-bottom,40,40,536,6,naive_100ul_left_food_05percent,no,170512,11:35,11:50,m,no
170517-03-top,36,36,540,5.3,naive_100ul_left_food_05percent,no,170512,11:35,11:50,m,no
170517-04-bottom,38,38,540,5.6,naive_100ul_left_food_05percent,no,170512,13:20,13:35,m,no
170517-04-top,46,46,544,6.8,naive_100ul_left_food_05percent,no,170512,13:20,13:35,f,no
170517-05-bottom,36,36,536,5.4,naive_100ul_left_food_05percent,no,170512,14:00,14:14,f,no
170517-05-top,38,38,541,5.6,naive_100ul_left_food_05percent,no,170512,14:00,14:14,,yes
170517-06-bottom,45,45,529,6.8,naive_100ul_left_food_05percent,no,170512,14:40,14:55,m,no
170517-06-top,33,33,546,4.8,naive_100ul_left_food_05percent,no,170512,14:40,14:55,f,no
170517-07-bottom,38,38,528,5.8,naive_100ul_left_food_05percent,no,170512,15:30,15:45,f,no
170517-07-top,38,38,546,5.6,naive_100ul_left_food_05percent,no,170512,15:30,15:45,m,no
170518-01-bottom,39,39,522,6,naive_100ul_left_food_05percent,no,170513,14:40,14:55,f,no
170518-01-top,37,37,545,5.4,naive_100ul_left_food_05percent,no,170513,14:40,14:55,m,no
170518-02-bottom,47,47,532,7.1,naive_100ul_left_food_05percent,no,170513,15:15,15:30,f,no
170518-02-top,43,43,541,6.4,naive_100ul_left_food_05percent,no,170513,15:15,15:30,f,no
170518-03-bottom,48,48,535,7.2,naive_100ul_left_food_05percent,no,170513,15:50,16:05,f,no
170518-03-top,42,42,536,6.3,naive_100ul_left_food_05percent,no,170513,15:50,16:05,m,no
170518-04-bottom,41,41,535,6.1,naive_100ul_left_food_05percent,no,170513,16:25,16:40,m,no
170518-04-top,41,41,533,6.2,naive_100ul_left_food_05percent,no,170513,16:25,16:40,m,no
170519-01-bottom,32,32,534,4.8,naive_100ul_left_food_05percent,no,170514,13:45,14:00,m,no
170519-01-top,33,33,541,4.9,naive_100ul_left_food_05percent,no,170514,13:45,14:00,,yes
170519-02-bottom,38,38,524,5.8,naive_100ul_left_food_05percent,no,170514,14:20,14:35,m,no
170519-02-top,38,38,551,5.5,naive_100ul_left_food_05percent,no,170514,14:20,14:35,m,no
170522-01-bottom,41,41,523,6.3,naive_100ul_left_food_05percent,no,170517,8:45,9:00,m,no
170522-01-top,44,44,542,6.5,naive_100ul_left_food_05percent,no,170517,8:45,9:00,f,no
170522-03-bottom,39,39,527,5.9,naive_100ul_left_food_05percent,no,170517,9:40,9:55,f,no
170522-03-top,38,38,544,5.6,naive_100ul_left_food_05percent,no,170517,9:40,9:55,m,no
170522-04-bottom,45,45,539,6.7,naive_100ul_left_food_05percent,no,170517,10:15,10:30,f,no
170522-04-top,39,39,543,5.7,naive_100ul_left_food_05percent,no,170517,10:15,10:30,m,no
170522-05-bottom,43,43,536,6.4,naive_100ul_left_food_05percent,no,170517,10:55,11:10,,yes
170522-05-top,36,36,543,5.3,naive_100ul_left_food_05percent,no,170517,10:55,11:10,m,no
170522-06-top,38,38,546,5.6,naive_100ul_left_food_05percent,no,170517,11:30,11:45,m,no
170522-07-bottom,35,35,528,5.3,naive_100ul_left_food_05percent,no,170517,12:05,12:20,f,no
170522-07-top,39,39,548,5.7,naive_100ul_left_food_05percent,no,170517,12:05,12:20,m,no
170522-08-bottom,39,39,532,5.9,naive_100ul_left_food_05percent,no,170517,13:05,13:20,m,no
170522-08-top,40,40,543,5.9,naive_100ul_left_food_05percent,no,170517,13:05,13:20,m,no
170522-09-bottom,47,47,539,7,naive_100ul_left_food_05percent,no,170517,13:45,14:00,f,no
170522-09-top,38,38,542,5.6,naive_100ul_left_food_05percent,no,170517,13:45,14:00,f,no
170522-10-bottom,35,35,534,5.2,naive_100ul_left_food_05percent,no,170517,14:20,14:35,f,no
170522-10-top,38,38,552,5.5,naive_100ul_left_food_05percent,no,170517,14:20,14:35,m,no
170522-11-bottom,41,41,545,6,naive_100ul_left_food_05percent,no,170517,15:40,15:55,m,no
170522-11-top,44,44,539,6.5,naive_100ul_left_food_05percent,no,170517,15:40,15:55,f,no
170522-12-bottom,42,42,524,6.4,naive_100ul_left_food_05percent,no,170517,16:15,16:30,f,no
170522-12-top,43,43,545,6.3,naive_100ul_left_food_05percent,no,170517,16:15,16:30,m,no
170522-13-bottom,38,38,529,5.7,naive_100ul_left_food_05percent,no,170517,16:52,17:07,f,no
170522-13-top,48,48,541,7.1,naive_100ul_left_food_05percent,no,170517,16:52,17:07,f,no
170523-02-top,46,46,541,6.8,naive_100ul_left_quinine_10mM,no,170518,8:55,9:10,f,no
170523-03-bottom,46,46,535,6.9,naive_100ul_left_quinine_10mM,no,170518,9:30,9:45,f,no
170523-03-top,37,37,538,5.5,naive_100ul_left_quinine_10mM,no,170518,9:30,9:45,m,no
170523-04-bottom,48,48,531,7.2,naive_100ul_left_quinine_10mM,no,170518,10:05,10:20,f,no
170523-04-top,34,34,547,5,naive_100ul_left_quinine_10mM,no,170518,10:05,10:20,m,no
170523-05-bottom,44,44,529,6.7,naive_100ul_left_quinine_10mM,no,170518,10:40,10:55,f,no
170523-05-top,41,41,546,6,naive_100ul_left_quinine_10mM,no,170518,10:40,10:55,f,no
170523-06-bottom,45,45,535,6.7,naive_100ul_left_quinine_10mM,no,170518,11:15,11:30,f,no
170523-06-top,36,36,543,5.3,naive_100ul_left_quinine_10mM,no,170518,11:15,11:30,m,no
170523-07-bottom,40,40,522,6.1,naive_100ul_left_milliQ_water,no,170518,13:20,13:35,m,no
170523-07-top,38,38,547,5.6,naive_100ul_left_milliQ_water,no,170518,13:20,13:35,f,no
170523-08-bottom,43,43,536,6.4,naive_100ul_left_milliQ_water,no,170518,14:00,14:15,f,no
170523-08-top,43,43,548,6.3,naive_100ul_left_milliQ_water,no,170518,14:00,14:15,f,no
170523-09-bottom,41,41,535,6.1,naive_100ul_left_milliQ_water,no,170518,14:35,14:50,m,no
170523-09-top,47,47,551,6.8,naive_100ul_left_milliQ_water,no,170518,14:35,14:50,f,no
170523-10-bottom,33,33,535,4.9,naive_100ul_left_milliQ_water,no,170518,15:10,15:25,,yes
170523-10-top,39,39,547,5.7,naive_100ul_left_milliQ_water,no,170518,15:10,15:25,m,no
170523-11-top,39,39,544,5.7,naive_100ul_left_food_05percent,1day,170518,16:30,16:45,m,no
170523-12-bottom,36,36,526,5.5,naive_100ul_left_food_05percent,1day,170518,17:05,17:20,f,no
170523-12-top,43,43,548,6.3,naive_100ul_left_food_05percent,1day,170518,17:05,17:20,f,no
170524-03-bottom,44,44,532,6.6,naive_100ul_left_quinine_10mM,no,170519,9:10,9:25,m,no
170524-03-top,35,35,542,5.2,naive_100ul_left_quinine_10mM,no,170519,9:10,9:25,m,no
170524-06-bottom,44,44,536,6.6,naive_100ul_left_quinine_10mM,no,170519,10:55,11:10,,yes
170524-06-top,43,43,541,6.4,naive_100ul_left_quinine_10mM,no,170519,10:55,11:10,m,no
170524-07-bottom,36,36,535,5.4,naive_100ul_left_quinine_10mM,no,170519,13:30,13:45,,yes
170524-07-top,44,44,537,6.6,naive_100ul_left_quinine_10mM,no,170519,13:30,13:45,,yes
170524-08-bottom,45,45,540,6.7,naive_100ul_left_quinine_10mM,no,170519,14:05,14:20,f,no
170524-08-top,47,47,542,6.9,naive_100ul_left_quinine_10mM,no,170519,14:05,14:20,m,no
170524-09-bottom,38,38,529,5.7,naive_100ul_left_food_05percent,no,170519,15:20,15:35,m,no
170524-09-top,42,42,541,6.2,naive_100ul_left_food_05percent,no,170519,15:20,15:35,,yes
170524-10-bottom,45,45,530,6.8,naive_100ul_left_food_05percent,no,170519,15:55,16:10,,yes
170524-10-top,38,38,541,5.6,naive_100ul_left_food_05percent,no,170519,15:55,16:10,f,no
170524-11-bottom,36,36,524,5.5,naive_100ul_left_food_05percent,no,170519,16:35,16:50,f,no
170524-11-top,45,45,545,6.6,naive_100ul_left_food_05percent,no,170519,16:35,16:50,f,no
170525-01-bottom,43,43,522,6.6,naive_100ul_left_food_05percent,no,170520,14:37,14:52,m,no
170525-01-top,43,43,545,6.3,naive_100ul_left_food_05percent,no,170520,14:37,14:52,f,no
170525-02-bottom,40,40,525,6.1,naive_100ul_left_food_05percent,no,170520,15:12,15:27,m,no
170525-02-top,45,45,558,6.5,naive_100ul_left_food_05percent,no,170520,15:12,15:27,f,no
170525-03-bottom,50,50,536,7.5,naive_100ul_left_food_05percent,no,170520,15:47,16:02,f,no
170525-03-top,52,52,544,7.6,naive_100ul_left_food_05percent,no,170520,15:47,16:02,f,no
170526-01-bottom,44,44,527,6.7,naive_100ul_left_quinine_10mM,no,170521,13:56,14:11,f,no
170526-01-top,46,46,543,6.8,naive_100ul_left_quinine_10mM,no,170521,13:56,14:11,f,no
170526-02-top,40,40,545,5.9,naive_100ul_left_quinine_10mM,no,170521,14:35,14:50,m,no
170526-03-bottom,33,33,527,5,naive_100ul_left_quinine_10mM,no,170521,15:13,15:28,f,no
170526-03-top,43,43,537,6.4,naive_100ul_left_quinine_10mM,no,170521,15:13,15:28,f,no
170526-04-bottom,42,42,529,6.4,naive_100ul_left_indole_100uM,no,170521,15:53,16:08,m,no
170526-04-top,39,39,530,5.9,naive_100ul_left_indole_100uM,no,170521,15:53,16:08,f,no
170526-05-bottom,35,35,527,5.3,naive_100ul_left_indole_100uM,no,170521,16:31,16:46,m,no
170526-05-top,37,37,537,5.5,naive_100ul_left_indole_100uM,no,170521,16:31,16:46,m,no
170530-01-bottom,48,48,532,7.2,naive_100ul_left_indole_100uM,no,170525,9:30,9:45,f,no
170530-01-top,48,48,545,7,naive_100ul_left_indole_100uM,no,170525,9:30,9:45,f,no
170530-02-bottom,48,48,526,7.3,naive_100ul_left_indole_100uM,no,170525,10:05,10:20,f,no
170530-02-top,42,42,547,6.1,naive_100ul_left_indole_100uM,no,170525,10:05,10:20,m,no
170530-03-bottom,48,48,528,7.3,naive_100ul_left_indole_100uM,no,170525,10:40,10:55,f,no
170530-03-top,44,44,554,6.4,naive_100ul_left_indole_100uM,no,170525,10:40,10:55,m,no
170530-04-bottom,36,36,527,5.5,naive_100ul_left_indole_100uM,no,170525,11:15,11:30,m,no
170530-04-top,40,40,546,5.9,naive_100ul_left_indole_100uM,no,170525,11:15,11:30,m,no
170530-05-bottom,42,42,526,6.4,naive_100ul_left_indole_100uM,no,170525,16:15,16:30,f,no
170530-05-top,49,49,545,7.2,naive_100ul_left_indole_100uM,no,170525,16:15,16:30,f,no
170530-06-bottom,48,48,524,7.3,naive_100ul_left_indole_100uM,no,170525,16:50,17:05,f,no
170530-06-top,37,37,535,5.5,naive_100ul_left_indole_100uM,no,170525,16:50,17:05,m,no
170530-07-bottom,46,46,531,6.9,naive_100ul_left_indole_100uM,no,170525,17:35,17:50,f,no
170530-07-top,45,45,540,6.7,naive_100ul_left_indole_100uM,no,170525,17:35,17:50,m,no
170531-02-bottom,43,43,529,6.5,naive_100ul_left_indole_100uM,no,170526,9:15,9:30,m,no
170531-02-top,44,44,541,6.5,naive_100ul_left_indole_100uM,no,170526,9:15,9:30,,yes
170531-03-bottom,41,41,537,6.1,naive_100ul_left_indole_100uM,no,170526,9:50,10:05,,yes
170531-03-top,35,35,538,5.2,naive_100ul_left_indole_100uM,no,170526,9:50,10:05,f,no
170531-04-bottom,39,39,527,5.9,naive_100ul_left_indole_100uM,no,170526,10:25,10:40,f,no
170531-04-top,41,41,546,6,naive_100ul_left_indole_100uM,no,170526,10:25,10:40,m,no
170531-05-bottom,33,33,529,5,naive_100ul_left_indole_100uM,no,170526,11:10,11:25,m,no
170531-05-top,44,44,544,6.5,naive_100ul_left_indole_100uM,no,170526,11:10,11:25,f,no
170531-06-bottom,40,40,526,6.1,naive_100ul_left_indole_100uM,no,170526,11:45,12:00,f,no
170531-07-bottom,44,44,534,6.6,naive_100ul_left_indole_100uM,no,170526,13:00,13:15,f,no
170531-07-top,42,42,538,6.2,naive_100ul_left_indole_100uM,no,170526,13:00,13:15,f,no
170531-08-bottom,40,40,538,5.9,naive_100ul_left_indole_100uM,no,170526,13:35,13:50,f,no
170531-08-top,38,38,538,5.7,naive_100ul_left_indole_100uM,no,170526,13:35,13:50,f,no
170531-09-bottom,38,38,526,5.8,naive_100ul_left_indole_100uM,no,170526,14:10,14:25,m,no
170531-09-top,46,46,540,6.8,naive_100ul_left_indole_100uM,no,170526,14:10,14:25,f,no
170531-10-bottom,48,48,528,7.3,naive_100ul_left_indole_100uM,no,170526,14:45,15:00,,yes
170531-10-top,39,39,541,5.8,naive_100ul_left_indole_100uM,no,170526,14:45,15:00,m,no
170531-11-bottom,39,39,529,5.9,naive_100ul_left_indole_100uM,no,170526,15:20,15:35,m,no
170531-11-top,41,41,541,6.1,naive_100ul_left_indole_100uM,no,170526,15:20,15:35,m,no
170601-01-bottom,46,46,524,7,naive_100ul_left_indole_100uM,no,170527,11:15,11:30,f,no
170601-01-top,46,46,543,6.8,naive_100ul_left_indole_100uM,no,170527,11:15,11:30,f,no
170601-02-bottom,36,36,519,5.5,naive_100ul_left_quinine_10mM,no,170527,15:10,15:25,m,no
170601-02-top,46,46,536,6.9,naive_100ul_left_quinine_10mM,no,170527,15:10,15:25,f,no
170601-03-bottom,40,40,526,6.1,naive_100ul_left_quinine_10mM,no,170527,15:50,16:05,f,no
170601-03-top,39,39,538,5.8,naive_100ul_left_quinine_10mM,no,170527,15:50,16:05,m,no
170601-04-bottom,47,47,530,7.1,naive_100ul_left_quinine_10mM,no,170527,16:25,16:40,f,no
170601-04-top,49,49,548,7.2,naive_100ul_left_quinine_10mM,no,170527,16:25,16:40,f,no
170605-01-bottom,45,45,520,6.9,naive_100ul_left_o-cresol_100uM,no,170531,9:45,9:00,m,no
170605-01-top,44,44,538,6.5,naive_100ul_left_o-cresol_100uM,no,170531,8:45,9:00,f,no
170605-02-bottom,45,45,533,6.8,naive_100ul_left_o-cresol_100uM,no,170531,9:20,9:35,f,no
170605-02-top,34,34,540,5,naive_100ul_left_o-cresol_100uM,no,170531,9:20,9:35,m,no
170605-03-bottom,40,40,523,6.1,naive_100ul_left_o-cresol_100uM,no,170531,9:55,10:10,f,no
170605-03-top,44,44,546,6.4,naive_100ul_left_o-cresol_100uM,no,170531,9:55,10:10,m,no
170605-04-bottom,39,39,530,5.9,naive_100ul_left_o-cresol_100uM,no,170531,10:30,10:45,m,no
170605-04-top,37,37,541,5.5,naive_100ul_left_o-cresol_100uM,no,170531,10:30,10:45,m,no
170605-05-bottom,38,38,525,5.8,naive_100ul_left_o-cresol_100uM,no,170531,11:10,11:25,m,no
170605-05-top,42,42,546,6.2,naive_100ul_left_o-cresol_100uM,no,170531,11:10,11:25,m,no
170605-06-bottom,49,49,517,7.6,naive_100ul_left_o-cresol_100uM,no,170531,14:00,14:15,f,no
170605-06-top,34,34,543,5,naive_100ul_left_o-cresol_100uM,no,170531,14:00,14:15,,yes
170605-07-bottom,46,46,534,6.9,naive_100ul_left_o-cresol_100uM,no,170531,14:35,14:50,f,no
170605-07-top,38,38,535,5.7,naive_100ul_left_o-cresol_100uM,no,170531,14:35,14:50,m,no
170605-08-bottom,49,49,532,7.4,naive_100ul_left_o-cresol_100uM,no,170531,15:15,15:30,f,no
170605-08-top,40,40,538,5.9,naive_100ul_left_o-cresol_100uM,no,170531,15:15,15:30,m,no
170605-09-bottom,37,37,543,5.5,naive_100ul_left_o-cresol_100uM,no,170531,15:50,16:05,m,no
170605-09-top,44,44,539,6.5,naive_100ul_left_o-cresol_100uM,no,170531,15:50,16:05,m,no
170605-10-bottom,50,50,527,7.6,naive_100ul_left_o-cresol_100uM,no,170531,16:30,16:45,f,no
170605-10-top,40,40,550,5.8,naive_100ul_left_o-cresol_100uM,no,170531,16:30,16:45,m,no
170605-11-bottom,43,43,520,6.6,naive_100ul_left_o-cresol_100uM,no,170531,17:05,17:20,f,no
170605-11-top,43,43,544,6.3,naive_100ul_left_o-cresol_100uM,no,170531,17:05,17:20,m,no
170607-02-bottom,35,35,539,5.2,naive_100ul_left_o-cresol_100uM,no,170602,9:11,9:26,m,no
170607-02-top,39,39,539,5.8,naive_100ul_left_o-cresol_100uM,no,170602,9:11,9:26,m,no
170607-03-bottom,45,45,531,6.8,naive_100ul_left_o-cresol_100uM,no,170602,9:46,10:02,f,no
170607-03-top,44,44,540,6.5,naive_100ul_left_o-cresol_100uM,no,170602,9:46,10:02,f,no
170607-04-bottom,39,39,521,6,naive_100ul_left_o-cresol_100uM,no,170602,10:25,10:40,m,no
170607-04-top,39,39,528,5.9,naive_100ul_left_o-cresol_100uM,no,170602,10:25,10:40,f,no
170607-05-bottom,44,44,524,6.7,naive_100ul_left_o-cresol_100uM,no,170602,11:00,11:15,f,no
170607-05-top,42,42,534,6.3,naive_100ul_left_o-cresol_100uM,no,170602,11:00,11:15,f,no
170607-06-bottom,32,32,516,5,naive_100ul_left_o-cresol_100uM,no,170602,13:50,14:05,m,no
170607-06-top,44,44,536,6.6,naive_100ul_left_o-cresol_100uM,no,170602,13:50,14:05,m,no
170607-07-bottom,43,43,521,6.6,naive_100ul_left_o-cresol_100uM,no,170602,14:30,14:45,m,no
170607-07-top,43,43,534,6.4,naive_100ul_left_o-cresol_100uM,no,170602,14:30,14:45,m,no
170607-08-bottom,40,40,522,6.1,naive_100ul_left_o-cresol_100uM,no,170602,15:05,15:20,m,no
170607-08-top,35,35,536,5.2,naive_100ul_left_o-cresol_100uM,no,170602,15:05,15:20,f,no
170607-09-bottom,40,40,523,6.1,naive_100ul_left_o-cresol_100uM,no,170602,15:40,15:55,f,no
170607-09-top,48,48,536,7.2,naive_100ul_left_o-cresol_100uM,no,170602,15:40,15:55,f,no
170801-01-bottom,38,38,521,5.8,naive_100ul_left_indole_100uM,1day,170727,10:50,11:05,f,no
170801-01-top,43,43,550,6.3,naive_100ul_left_indole_100uM,1day,170727,10:50,11:05,f,no
170801-02-bottom,42,42,524,6.4,naive_100ul_left_indole_100uM,1day,170727,11:20,11:35,f,no
170801-03-bottom,38,38,523,5.8,naive_100ul_left_indole_100uM,1day,170727,13:25,13:40,f,no
170801-03-top,45,45,546,6.6,naive_100ul_left_indole_100uM,1day,170727,13:25,13:40,f,no
170801-04-bottom,38,38,521,5.8,naive_100ul_left_indole_100uM,1day,170727,13:25,14:10,m,no
170801-04-top,43,43,545,6.3,naive_100ul_left_indole_100uM,1day,170727,13:55,14:10,f,no
170801-05-top,33,33,550,4.8,naive_100ul_left_indole_100uM,1day,170727,15:30,15:45,f,no
170801-06-bottom,38,38,535,5.7,naive_100ul_left_indole_100uM,1day,170727,16:04,16:20,m,no
170801-06-top,38,38,535,5.7,naive_100ul_left_indole_100uM,1day,170727,16:04,16:20,f,no
170802-02-bottom,32,32,532,4.8,naive_100ul_left_indole_100uM,1day,170728,11:02,11:18,m,no
170802-02-top,35,35,547,5.1,naive_100ul_left_indole_100uM,1day,170728,11:02,11:18,f,no
170802-03-top,40,40,557,5.7,naive_100ul_left_indole_100uM,1day,170728,13:00,13:15,m,no
170802-04-top,38,38,543,5.6,naive_100ul_left_indole_100uM,1day,170728,13:35,13:50,m,no
170802-05-bottom,41,41,535,6.1,naive_100ul_left_indole_100uM,1day,170728,14:05,14:20,m,no
170802-05-top,40,40,560,5.7,naive_100ul_left_indole_100uM,1day,170728,14:05,14:20,f,no
170802-06-top,43,43,544,6.3,naive_100ul_left_indole_100uM,1day,170728,14:40,14:55,f,no
170802-07-bottom,44,44,549,6.4,naive_100ul_left_indole_100uM,1day,170728,15:12,15:27,f,no
170802-07-top,44,44,545,6.5,naive_100ul_left_indole_100uM,1day,170728,15:12,15:27,f,no
170802-08-top,40,40,549,5.8,naive_100ul_left_indole_100uM,1day,170728,15:50,16:05,f,no
171011-01-bottom,37.473,37,558,5.4,naive_100ul_left_o-cresol_100uM,1day,171006,14:45,15:00,f,no
171011-01-top,46.571,47,566,6.6,naive_100ul_left_o-cresol_100uM,1day,171006,14:45,15:00,f,no
171011-02-bottom,49.031,49,546,7.2,naive_100ul_left_o-cresol_100uM,1day,171006,15:21,15:36,f,no
171011-02-top,47.416,47,559,6.8,naive_100ul_left_o-cresol_100uM,1day,171006,15:21,15:36,f,no
171011-03-bottom,43.246,43,545,6.3,naive_100ul_left_o-cresol_100uM,1day,171006,15:58,16:13,m,no
171011-03-top,38.461,38,562,5.5,naive_100ul_left_o-cresol_100uM,1day,171006,15:58,16:13,m,no
