animal_ID,larvae_length_pixel_raw,larvae_length_pixel,tray_width_pixel,larvae_length_mm,treatment_odor,starved,hatch_date,acclimate_start,experiment_start,sex,dead,start_hour,start_min,minutes_past_L
190903-09-bottom,50.448,50,563,7.2,naive_100ul_left_glucose_10gL,no,190829,16:47,17:02,f,no,16,47,482
190903-10-top,52.631,53,584,7.2,naive_100ul_left_glucose_10gL,no,190829,17:22,17:38,f,no,17,22,518
190903-10-bottom,38.079,38,561,5.4,naive_100ul_left_glucose_10gL,no,190829,17:22,17:38,m,no,17,22,518
190903-11-top,36.346,36,576,5.0,naive_100ul_left_glucose_10gL,1day,190829,17:56,18:12,m,no,17,56,552
190903-11-bottom,45.88,46,573,6.4,naive_100ul_left_glucose_10gL,1day,190829,17:56,18:12,f,no,17,56,552
190903-12-top,43.417,43,572,6.1,naive_100ul_left_glucose_10gL,1day,190829,18:30,18:46,f,no,18,30,586
190903-12-bottom,47.434,47,570,6.7,naive_100ul_left_glucose_10gL,1day,190829,18:30,18:46,f,no,18,30,586
190903-13-top,38.639,39,584,5.3,naive_100ul_left_glucose_10gL,1day,190829,19:03,19:19,f,no,19,3,619
191001-01-top,39.115,39,558,5.6,naive_100ul_left_amino_acids,1day,190926,14:22,14:38,m,no,14,22,338
191001-01-bottom,33.061,33,551,4.8,naive_100ul_left_amino_acids,1day,190926,14:22,14:38,m,no,14,22,338
191001-02-top,34.67,35,553,5.0,naive_100ul_left_amino_acids,1day,190926,14:57,15:13,m,no,14,57,373
191001-02-bottom,37.0,37,554,5.3,naive_100ul_left_amino_acids,1day,190926,14:57,15:13,m,no,14,57,373
191001-03-top,38.833,39,549,5.7,naive_100ul_left_amino_acids,1day,190926,15:31,15:47,f,no,15,31,407
191001-03-bottom,38.21,38,547,5.6,naive_100ul_left_amino_acids,1day,190926,15:31,15:47,m,no,15,31,407
191001-04-top,37.855,38,562,5.4,naive_100ul_left_amino_acids,1day,190926,16:06,16:23,m,no,16,6,443
191001-04-bottom,36.056,36,539,5.4,naive_100ul_left_amino_acids,1day,190926,16:06,16:23,f,no,16,6,443
191001-05-top,39.925,40,554,5.8,naive_100ul_left_amino_acids,1day,190926,16:41,16:58,f,no,16,41,478
191001-05-bottom,36.400999999999996,36,547,5.3,naive_100ul_left_amino_acids,1day,190926,16:41,16:58,f,no,16,41,478
191001-06-top,38.079,38,562,5.4,naive_100ul_left_amino_acids,1day,190926,17:18,17:35,m,no,17,18,515
191001-06-bottom,38.275,38,538,5.7,naive_100ul_left_amino_acids,1day,190926,17:18,17:35,m,no,17,18,515
191002-01-top,42.153999999999996,42,554,6.1,naive_100ul_left_amino_acids,1day,190927,10:54,11:11,m,no,10,54,131
191002-01-bottom,45.277,45,553,6.6,naive_100ul_left_amino_acids,1day,190927,10:54,11:11,f,no,10,54,131
191002-02-top,39.205,39,561,5.6,naive_100ul_left_amino_acids,1day,190927,11:43,11:59,m,no,11,43,179
191002-02-bottom,44.553000000000004,45,552,6.5,naive_100ul_left_amino_acids,1day,190927,11:43,11:59,m,no,11,43,179
191002-03-top,37.054,37,559,5.3,naive_100ul_left_amino_acids,1day,190927,12:50,13:06,m,no,12,50,246
191002-04-top,39.825,40,562,5.7,naive_100ul_left_amino_acids,1day,190927,13:25,13:41,m,no,13,25,281
191002-04-bottom,43.012,43,547,6.3,naive_100ul_left_amino_acids,1day,190927,13:25,13:41,m,no,13,25,281
191002-05-top,42.426,42,561,6.1,naive_100ul_left_amino_acids,1day,190927,14:00,14:17,m,no,14,0,317
191002-05-bottom,42.72,43,545,6.3,naive_100ul_left_amino_acids,1day,190927,14:00,14:17,f,no,14,0,317
191002-06-top,43.863,44,554,6.3,naive_100ul_left_amino_acids,1day,190927,14:37,14:53,m,no,14,37,353
191002-06-bottom,39.459,39,552,5.7,naive_100ul_left_amino_acids,1day,190927,14:37,14:53,m,no,14,37,353
191002-07-top,46.53,47,562,6.6,naive_100ul_left_amino_acids,no,190927,15:18,15:34,m,no,15,18,394
191002-07-bottom,46.098,46,542,6.8,naive_100ul_left_amino_acids,no,190927,15:18,15:34,m,no,15,18,394
191002-08-top,42.202,42,552,6.1,naive_100ul_left_amino_acids,no,190927,15:53,16:10,m,no,15,53,430
191002-08-bottom,41.617,42,553,6.0,naive_100ul_left_amino_acids,no,190927,15:53,16:10,f,no,15,53,430
191002-09-top,46.669,47,551,6.8,naive_100ul_left_amino_acids,no,190927,16:28,16:44,m,no,16,28,464
191002-09-bottom,45.177,45,551,6.6,naive_100ul_left_amino_acids,no,190927,16:28,16:44,m,no,16,28,464
191002-10-top,50.596000000000004,51,564,7.2,naive_100ul_left_amino_acids,no,190927,17:03,17:19,f,no,17,3,499
191002-11-top,52.01,52,552,7.5,naive_100ul_left_amino_acids,no,190927,17:37,17:53,f,no,17,37,533
191002-11-bottom,44.407,44,551,6.4,naive_100ul_left_amino_acids,no,190927,17:37,17:53,m,no,17,37,533
191003-01-top,44.922,45,564,6.4,naive_100ul_left_amino_acids,no,190928,12:50,13:06,m,no,12,50,246
191003-01-bottom,47.434,47,544,7.0,naive_100ul_left_amino_acids,no,190928,12:50,13:06,f,no,12,50,246
191003-02-top,45.343,45,553,6.6,naive_100ul_left_amino_acids,no,190928,13:23,13:40,m,no,13,23,280
191003-02-bottom,52.611999999999995,53,549,7.7,naive_100ul_left_amino_acids,no,190928,13:23,13:40,f,no,13,23,280
191003-03-top,44.943999999999996,45,554,6.5,naive_100ul_left_amino_acids,no,190928,13:59,14:15,m,no,13,59,315
191003-03-bottom,41.437,41,550,6.0,naive_100ul_left_amino_acids,no,190928,13:59,14:15,m,no,13,59,315
191003-04-top,40.311,40,569,5.7,naive_100ul_left_amino_acids,no,190928,14:34,14:50,m,no,14,34,350
191003-04-bottom,49.041000000000004,49,544,7.2,naive_100ul_left_amino_acids,no,190928,14:34,14:50,m,no,14,34,350
191003-05-top,46.39,46,563,6.6,naive_100ul_left_amino_acids,no,190928,15:10,15:26,m,no,15,10,386
191003-05-bottom,37.537,38,541,5.6,naive_100ul_left_amino_acids,no,190928,15:10,15:26,m,no,15,10,386
191003-06-top,45.277,45,561,6.5,naive_100ul_left_amino_acids,no,190928,15:43,15:59,f,no,15,43,419
191003-06-bottom,43.29,43,541,6.4,naive_100ul_left_amino_acids,no,190928,15:43,15:59,m,no,15,43,419
191003-07-top,44.721000000000004,45,558,6.4,naive_100ul_left_amino_acids,no,190928,16:17,16:33,m,no,16,17,453
191003-07-bottom,44.643,45,559,6.4,naive_100ul_left_amino_acids,no,190928,16:17,16:33,m,no,16,17,453
