50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
375.5,8884.5,2814.0,1308.0,4245.5,3649.5,142.0,2103.0,621.5,843.0,4015.0,527.5,0.5,458.5,930.5,382.0
4740.0,3080.5,576.5,1161.0,6091.0,4270.5,6353.0,1378.5,849.0,603.5,1018.5,2059.5,5980.0,4002.5,4854.5,1624.0
3312.0,1546.5,1787.5,960.0,268.0,826.5,3997.5,1060.0,6657.0,1876.5,4919.0,2526.5,2029.0,6542.5,14935.0,2064.0
12778.5,1745.0,792.5,2629.5,4053.5,3665.5,5617.5,564.0,3451.5,453.5,1745.5,350.0,1064.5,3613.5,3936.0,3502.5
8641.0,2218.5,4279.0,1531.0,5790.5,878.5,829.0,1323.0,1547.5,845.0,3178.0,1193.0,1234.0,2997.5,1205.5,820.5
1043.5,908.5,220.5,1647.0,2166.0,4821.0,5493.5,3528.0,3997.5,2806.5,1499.5,11174.0,1298.0,2264.5,2947.5,753.0
1561.5,328.0,5754.5,4332.5,1280.5,2876.0,463.0,0.5,844.5,5639.5,7244.5,12875.5,879.5,887.0,1243.5,2286.5
628.0,966.0,346.0,2350.0,1268.0,6557.0,4252.0,1188.5,3111.5,1001.0,779.5,1124.5,1316.5,1687.0,9736.0,12315.5
0.5,0.5,353.5,4822.0,5509.5,5977.5,4814.0,4116.0,4310.5,818.0,4647.5,3649.5,2779.5,1933.0,310.0,4564.5
317.0,5204.5,941.5,3210.0,2759.0,3445.5,1885.5,3819.5,1708.0,2015.0,3616.0,1556.5,949.5,595.5,2592.0,1477.5
2101.0,2390.5,4050.0,5288.0,2013.5,2132.0,6232.5,2275.5,3963.0,1320.0,5717.5,1424.5,1616.0,6203.0,2164.5,1375.0
7701.0,1251.5,1713.5,3556.5,5203.5,2156.5,1160.0,0.5,3128.0,1730.5,5010.0,1637.0,2073.0,1688.5,0.5,2891.5
4935.0,3036.0,2244.5,1171.5,400.5,4254.0,3347.5,5586.5,4824.0,793.5,2736.0,1244.5,3479.5,0.5,1278.5,1183.0
4839.5,2830.5,4014.5,3835.5,1568.5,2632.5,1767.5,1720.0,5105.5,4659.0,704.0,3830.5,1182.5,1617.5,2344.5,2247.5
368.0,3085.0,2961.5,2685.5,1138.0,1349.0,1117.0,585.0,3517.5,3827.5,164.5,3278.5,3083.0,674.0,179.0,888.0
2305.5,6112.0,5198.0,7394.5,2148.0,7050.0,943.0,1202.5,1443.0,3951.5,360.0,8649.0,2342.5,4286.0,1242.5,3375.0
3150.0,7446.0,3349.5,3610.0,1365.0,1294.0,2687.5,902.5,958.0,2082.0,3722.0,3263.0,119.0,6251.0,3746.0,4014.5
2160.0,3719.0,1449.0,4116.0,2868.5,1783.0,2461.5,4090.5,1249.5,2466.0,644.5,2005.0,237.5,2651.0,5632.0,919.0
6004.0,1387.0,10519.5,1854.0,905.5,129.5,1709.5,0.5,6186.0,125.0,709.5,6239.5,1018.5,2623.5,1572.0,55.0
951.0,5797.5,3343.0,7174.0,996.5,2914.0,1605.0,5802.5,3054.5,2420.0,10868.0,3441.0,4024.5,710.0,9285.0,2254.5
1309.0,4640.5,2491.5,178.0,2927.5,3391.5,731.0,1859.0,2975.0,1915.5,1144.5,2221.0,1179.5,947.0,7639.0,374.0
3157.0,145.5,1168.5,1160.5,0.5,590.5,1053.0,6811.5,562.5,2973.5,1093.5,401.0,671.0,752.0,1041.5,0.5
