50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
618.5,200.5,57.0,1192.0,163.5,1624.5,692.5,1629.0,1825.0,409.0,752.5,1112.0,1388.5,3579.5,657.0,418.5
221.0,177.5,2103.5,1416.0,170.0,229.5,259.0,1419.0,1329.0,521.5,1761.5,445.5,2630.0,702.5,1452.0,1813.0
456.5,1840.5,271.0,94.5,181.5,159.0,1262.5,1013.0,4413.0,486.5,507.5,3051.5,343.0,1047.5,1284.5,1449.5
857.0,205.5,256.5,176.5,2413.0,381.0,1996.0,949.0,630.0,532.5,1414.5,1515.5,857.5,611.0,94.0,1725.0
356.0,627.5,1165.0,250.5,1067.0,622.0,684.0,3649.0,1865.5,239.5,1188.0,434.5,1261.5,1106.5,785.5,307.5
186.0,631.5,1980.0,2754.0,995.0,341.5,267.5,1029.5,671.0,459.0,685.0,0.5,1143.0,460.5,2134.5,2833.5
1289.0,1241.0,305.0,2071.5,156.0,1528.0,145.5,1213.5,719.5,0.5,0.5,905.5,806.0,1876.0,384.5,481.5
313.0,1317.0,401.5,597.5,1613.0,32.0,535.5,214.0,3182.0,371.5,0.5,668.5,320.0,839.0,347.5,420.5
1227.0,911.5,301.5,335.0,1029.0,675.0,572.0,1761.5,1415.0,293.5,196.5,179.0,476.5,2722.0,1452.0,650.0
985.0,237.5,466.0,174.5,397.0,256.0,656.0,406.0,606.0,626.0,1166.5,1101.5,468.5,2095.0,1567.5,1287.0
214.5,314.0,704.5,137.0,899.0,715.0,11.5,101.0,1996.5,1787.0,314.5,629.5,1174.0,0.5,1727.5,753.5
158.5,435.5,614.0,372.0,2178.0,369.5,1425.0,2439.0,1032.0,1042.5,526.0,344.5,971.5,468.5,2228.5,795.5
399.0,1282.5,427.0,1005.5,528.5,311.5,697.0,899.5,814.0,562.0,465.5,1404.5,190.5,1948.0,0.5,2491.0
254.5,299.5,590.0,97.5,113.5,557.5,1843.0,355.5,0.5,1004.5,343.0,519.0,3152.0,381.0,876.0,1095.5
59.0,355.5,0.5,503.5,2022.5,458.5,391.5,582.5,838.5,3352.5,748.0,356.5,238.5,528.0,176.0,2140.5
182.5,731.0,238.5,252.5,1778.5,1625.5,725.0,219.0,183.5,224.5,147.5,285.5,2008.5,669.5,185.0,1190.5
282.0,277.5,3599.0,155.0,310.0,1226.5,844.0,388.0,758.0,500.0,2055.0,2000.5,2426.0,678.0,5633.5,483.5
405.5,337.0,1596.5,259.5,1408.0,1347.5,49.0,662.0,1277.5,695.5,0.5,1185.5,450.0,311.0,4125.5,806.5
596.5,593.0,250.0,336.5,420.0,779.0,360.0,198.5,5535.5,203.5,597.5,0.5,759.0,1423.5,980.5,2221.0
813.0,311.0,473.0,1765.5,201.0,4657.0,202.5,324.0,435.0,0.5,1288.5,1725.5,1159.5,528.5,1371.0,3280.5
343.0,1618.0,2565.0,1589.0,414.0,1309.5,526.5,547.0,306.0,885.5,3041.0,380.5,328.0,333.5,74.0,244.5
1235.0,548.5,177.5,531.0,4043.0,23.5,935.5,459.5,521.5,777.0,622.5,642.0,3504.0,2190.5,1580.5,980.0
0.5,142.5,127.5,1196.5,470.5,931.5,1283.5,304.5,632.5,621.5,1124.5,691.5,1661.5,1892.5,312.5,3930.5
779.5,214.0,780.5,1792.5,1721.0,0.5,1413.5,434.5,571.0,895.5,676.5,873.0,2127.5,1043.5,411.5,758.5
729.0,669.0,1303.5,316.0,541.5,4640.5,2291.0,568.0,1577.0,363.0,116.0,706.0,1578.0,1646.0,794.0,833.5
