3140,2366.5,10082
4103.5,8954,29356.5
1888,6290,15562
4880.5,9139,40679
25291,16628.5,671
3852,15165,10515.5
2115,4614.5,51665.5
1507.5,0.5,20559
1691.5,12817.5,124917.5
15456,7319.5,39606.5
16373.5,20185,5833.5
1256.5,14082.5,41183
5002.5,13801,24011.5
1111.5,6978,42522
5849,20238,10222
1100,21638,0.5
1813.5,33279.5,3660
2821.5,16521,10531.5
7050,5218.5,49365
7109,4670,7816
2125.5,2625,9088
3085.5,15095.5,10905
4954.5,5400.5,12864.5
7420,20653.5,2516.5
4681,7722,37644.5
6935,28488,5112
4119.5,6537,35436
1540,536.5,6568.5
9408.5,1156.5,13445.5
6287,1164.5,5403.5
3115.5,15345,31977.5
2416,11170.5,10973.5
3641,31495.5,34725.5
24505,3309.5,26114.5
7857.5,59116,18666.5
3524.5,10246,26360
8845.5,2747,31701.5
8827,20326,15779.5
9423,19391.5,9902.5
4359,37841,29023.5
4917.5,10986.5,24920
971.5,7623.5,59730
1854,36218,54175.5
5117,8640,22275.5
14243.5,8751,9092
10009,26253,5687
7011.5,15641,2267.5
5948.5,13057.5,93865.5
7524,5787.5,81019.5
10832.5,7251.5,13863
11466,23528,47481
3107.5,17879,43779.5
2581.5,44631,20506
44777.5,3681.5,5768.5
2220.5,11448.5,41968
4163,22684.5,7719
9920.5,10009,164239.5
2959.5,18033.5,9679
891.5,4234,4478
3854.5,43324.5,98503.5
6159.5,1132,35014
3015.5,2710.5,26305.5
6247,4102.5,32485
5921.5,21567.5,125589.5
827.5,3850.5,48435
8328,8723.5,7581
2428.5,8612.5,32735
1227,32067,8391
6725.5,11284,21849
3109,20694.5,6286
3754.5,61770,31239
5027,24550.5,12105.5
9465.5,12488.5,48466.5
3340,39448.5,30664
773,6492.5,25823.5
7514,11981.5,13543.5
2396,6852,51615.5
1001,8345,44446
583.5,23464,13368.5
1903,7918.5,114712
10560.5,10798,76440
8964.5,16409,1998.5
7281,20970.5,9525.5
366,5825.5,16999
8314,888,4960.5
7187,31528,19729
9496.5,0.5,12602.5
6848.5,3238,19911
6276,4422,58809
2731.5,36805.5,5376
32.5,8526,14517
2935.5,3162,54672.5
5293,16852.5,72363.5
17021.5,3562,19950.5
3213.5,25790,2768
4704,38577.5,8039.5
1087.5,11371.5,14390.5
9077,66830,51385
8251,4619,6278.5
714.5,25788.5,4915
24701.5,49395,41427.5
5499,31628.5,14529.5
2489.5,1138,5605.5
1570.5,5727,55811.5
5408.5,656.5,0.5
6624,26678,24322.5
8426,5296,48260.5
2767.5,1142,3119.5
6616,3075.5,66599.5
4134,60158.5,3093
3658.5,6371,8154
7246.5,5376.5,9315
9478,5829.5,68647.5
19955.5,4164.5,19235
7771,34194.5,31084
1689,15197.5,11633.5
9964,3561,22143.5
2539,10172.5,2958
1834,11465,24066.5
3566.5,14311.5,37256.5
7536,10259,60904
6289,6952,17551
7873,65217.5,47642
2216,26080,8573.5
6650,26578,9133
2788,2853.5,49548.5
2935.5,48522,0.5
3609,19449,21393.5
1165,56217.5,103472
11679,677.5,77914
2593,37812,84704
1915,4213.5,2247.5
9106,0.5,49359.5
12115,20314.5,27096.5
3647,21988.5,4947
6640.5,34162,13568
544,4935.5,13022
16946.5,3244.5,56836.5
15802,17592.5,86742.5
3853,19538.5,113730
2177.5,21652,8257
13843.5,0.5,16107
2962.5,21497.5,40021.5
1309,5331,3748
16663,8108.5,11207
1568.5,1803,128468
13009,44736,14757
4739.5,11827,35490
6194.5,1860.5,29223.5
9942,26468,53441
3809.5,71549.5,39988.5
2521.5,4260.5,20828
9235,2296,56570.5
7772.5,19836,16894.5
1231.5,13977,17303.5
14585,5136.5,44699
6478.5,5507.5,23999
12366,17673,97452.5
4738.5,1363,15921
2611.5,28176,11245
3766,22148.5,20538.5
17416,24917,11860.5
4939,9455.5,23201.5
2159,8108.5,6686.5
8870.5,3749.5,26100.5
6076.5,24072,1435.5
850.5,13579.5,6512
7981,39540,0.5
6280,2222,20347
10805.5,16960,66263.5
3363.5,19935.5,36991.5
3941,7129.5,25034
15562.5,4678,42895.5
5911,10226.5,17445.5
18809.5,4964,2927
4735,2784.5,38984.5
1820,6852,32356
4322.5,11470,72946.5
2630.5,4159,42290.5
21727.5,12633.5,32070
3226,15747.5,9471
8572,11368.5,43236.5
11977,22265,7035.5
7415,4748,62230.5
864.5,26047.5,34228.5
439,34850,16586
11051,8574,11455
8339.5,30128,38196.5
13162,4718.5,62803
7451.5,2806,86645
2190.5,40502,3322
5846.5,17209,7847
1581.5,29554,18844.5
3025,4213,5947.5
2479,0.5,7715
24934,6414.5,34313
442,19972.5,3152.5
2724,553.5,9647
11816,1914.5,25673
2435,33609,8539.5
3140,5422,3568
8678,41500.5,2813.5
6609,5221,69712.5
4348,15405,7233.5
10013.5,989,10038.5
2177.5,27709,50525.5
5095.5,4924,19265.5
4684,0.5,48297
9248.5,14010,14135.5
3151.5,33588,15876
4693,29768,5439.5
7722,9472,19586.5
1970,12988,1478
2381,34863,55230
7910,34078,14299.5
9718,12127,20256.5
6205,8622,25576.5
2844.5,19249,15875.5
2525,46566,62504.5
4849,30836,26843.5
7691.5,6150.5,22310
563.5,17374.5,9027.5
8210.5,2093.5,12801.5
3659,21868.5,3544.5
2716.5,108780.5,1927
14866.5,5343.5,43577.5
4104,1039,36238
1872.5,3375,62292
4144,3717,12649
7014,23965,20446.5
9570,15640,5450
919.5,6567,89425.5
0.5,8569,19024.5
7063.5,21569,50213.5
2933.5,13270,41218.5
2202.5,2805,27160
6839.5,6054,10329.5
3972.5,501.5,19075.5
2859.5,14546,22930
3551.5,14456.5,26519.5
6908.5,8137.5,21030
5175,5027.5,18358.5
5834.5,6622.5,88509.5
3015.5,2462.5,54198.5
6994,11115.5,4363
4287.5,3515.5,15347
4944,3111,87924
7887,9030,50168
10313,7134,166532.5
6171.5,7003,64086.5
1435.5,7916,14902.5
2839,5025,22591.5
10068,3598.5,14105.5
3243.5,25777.5,9672
6953,8949.5,44062.5
1340.5,36402,8491
4655.5,15380.5,33768.5
2986,27218,52201
1898,7614.5,28483
1109,76700,19294.5
8955,7861.5,39843
4650,15818.5,1554
1916.5,6047,28293
9535.5,1879,34809.5
19024,8291.5,90267
2826.5,0.5,6873
8851,11190.5,2193
8403,522,30665.5
7989.5,12351,16797
1497.5,20135,16691.5
3370,5731,5948
1256,17889.5,22641
4840.5,4963,18246.5
1632,6658,10160
6454.5,30243,669.5
12680.5,4648,22437
6096,10690,27430.5
5027,2708.5,68294.5
8106,10140.5,23767.5
7000.5,13279,10338.5
5365,37663,22139
0.5,35385.5,13385
4079.5,28592,26193.5
7806.5,6404,48310.5
932,44940.5,53260
3542.5,37297,20938.5
2099.5,26685.5,30448.5
4394.5,0.5,44211
2482,8259.5,1204
1409,1052.5,567
2379.5,18101.5,44200
3817,8206.5,57098
5885.5,7001.5,35639
2296.5,37965.5,16507.5
2687.5,42955.5,12678.5
464.5,20779.5,22021.5
0.5,3185.5,7482
5837.5,9221,10105
23112,10301,0.5
10512,7141,6962
7316.5,4450,5890
11246,12364,47075
3773,23760.5,32411.5
6987.5,22478.5,19784
4729,20645.5,26446.5
6661,58115.5,123211.5
10441,42420,55572.5
19858,23293.5,46410
10504.5,29269.5,85538
626,32895,6707.5
6367,4454.5,2657.5
1258,31865.5,18389
3396.5,6576.5,5948.5
2698.5,21426,8458.5
3512,22519.5,75868
1448.5,16884,3086
2357,11983.5,43169.5
4489.5,7538.5,107864
2624,28337.5,2177
3687.5,59405,5281.5
0.5,20667.5,7325.5
0.5,88620,27188.5
5656.5,37032,12699
7312,30700,54068.5
3618.5,10566,18138
12294,0.5,174467
13813.5,35333.5,9696
3837.5,0.5,22032
14084.5,19332.5,45101
3422.5,4609.5,40133
9892,8499,15102.5
1057,0.5,24940.5
3638,11515,18051
5098,3313,24038
3956.5,9447.5,66076.5
8590,976,9942
14498.5,30359,40964
1999.5,14395,332
4730.5,2496,34318
38467,8753.5,35432.5
14199.5,23714,4430
16901.5,6679.5,13184
16530,1498,21715
15044.5,17366,4380
3056,19139,15270.5
16869.5,745,16988.5
6907.5,27900,9139.5
6850.5,20973.5,2830
31382.5,7687.5,53918
8065,23690,19834.5
7667.5,16460.5,94785.5
8347,22255.5,94506.5
3974,18227.5,878.5
2207.5,0.5,3147
3920,15337.5,18502.5
24425,8112.5,25057.5
1724,3575,2956.5
18667.5,16232.5,9596.5
1896,32971.5,52324
8126.5,2094,11900.5
8143.5,935,2147
9627,5093.5,10398
3372.5,14224.5,1424.5
9920.5,37410,74024.5
4725,23196,4406.5
1096.5,10831.5,672.5
15465.5,6252,73324.5
4803,23486.5,50532
2799.5,3625,38654.5
2887,6425,2487.5
2880.5,2912,22531
5276.5,39640.5,43512.5
10368,20561.5,66835
2245,81914.5,5111
8583.5,52482,21916
10869.5,3618.5,92462.5
5682.5,7457.5,9814.5
6224.5,13502.5,87817.5
3609.5,2061,120257
9119,40742.5,9277
1861,20770.5,6271.5
14427,10511.5,35699
6307.5,3094.5,5959
4906,18409,17821.5
4555,18933.5,19226
9039.5,2754,50139
13359.5,3154,3774.5
9877,22721,3074
1960,11631.5,77701.5
3483.5,27381.5,87133.5
2083,8842,16968.5
3077,23962.5,7703
16091.5,1244,74827.5
7128,3756.5,50210.5
14326.5,10235.5,134813.5
9363.5,10056.5,10768.5
4083,24869.5,8277.5
28278.5,19852.5,23858
7848.5,15119,3211.5
3648,23685.5,20576.5
19987.5,54913.5,27396.5
10193,9618.5,4559
6412.5,19566.5,113358
4623,20995.5,35585
15520,7371,0.5
22098.5,22906,45554
11454.5,2256.5,11918.5
11298.5,0.5,21381
3154.5,17087.5,18135
1705.5,35529.5,59122.5
6447.5,70155.5,12457
17593.5,15269,9842.5
1864.5,13524.5,14480.5
3634,3385,30134.5
8225.5,19532,30808.5
16189,58619.5,46840
6121,19007,5010
12408,3844.5,38356
7430.5,0.5,100368.5
6949,53109.5,14467.5
0.5,1416,6604.5
10239,31994.5,8478
8954.5,10843,18929
14285.5,31491,85615.5
6349,3993,76464.5
7006.5,2589,19235
6311.5,2041,4336.5
3619,21651.5,20696.5
2973.5,7132.5,31665.5
2869,4715,48757
4778.5,5000,87815.5
9548,36296,4553.5
10224.5,17982,8314
15351,10338,48795.5
3748,5593.5,40691
3745.5,17874,8734.5
5702.5,0.5,8085
576,0.5,28725
540.5,10146.5,3290.5
2329.5,4132,1870.5
23648,4933.5,19596.5
5193,5595.5,13518.5
3356,1299,112198
9087.5,7996.5,13760.5
16971.5,34861.5,36272
8511.5,2544.5,26682.5
4677,4586,13115.5
2124.5,2240,18554
18250.5,24369.5,40835.5
1591,13132,120475.5
7829,10649.5,80308.5
6437,0.5,11470
9043.5,33037.5,1343.5
776,47019.5,1851.5
6236.5,14269.5,0.5
11073.5,0.5,8010
2203.5,2938.5,6834.5
10860,20888.5,38141.5
0.5,7976.5,43161.5
4540,13368.5,1442
15996.5,14222.5,12881
4063,17297.5,18782
2596,6074.5,47839.5
1592,57442.5,3318
4843,12707.5,1030
0.5,0.5,21496.5
5943,3740,69427.5
8565,0.5,41490
7110,5139.5,36592
6128.5,3413,23841.5
7624,17289,6038
1249,3352.5,21133.5
8386.5,0.5,5681.5
1869,0.5,66110.5
3258,28928.5,50543
25599.5,11059,8772.5
2960,17678.5,24992.5
14252.5,9753,5699
5478,28005.5,27328.5
8907.5,0.5,3129.5
0.5,8719.5,22949.5
13080.5,7484.5,52239
8912,4804,16790
4682.5,2251.5,75639.5
6116.5,46850,43933
11641,31935.5,16815.5
609,5666,38044.5
5813.5,6372,17935.5
756,10530,36670.5
5291,16012,34861.5
7567.5,30165.5,46580.5
4628,18804,47164
7724.5,15368.5,43053.5
1812.5,3980.5,21214
2401.5,28209,24569.5
7398.5,13748,82667.5
1746,14707.5,19753.5
3475.5,2850.5,3109
0.5,12836,0.5
2110.5,14472.5,34560.5
10296,0.5,44493.5
1701,14893,11757
6371,28083.5,2707.5
6012,1731,6647
7542.5,8644,15297
4493,8905.5,184832.5
3784.5,20456,20152.5
0.5,16945,61571.5
10359,8905.5,23678
7083.5,12435.5,25780.5
11450,4585,9604.5
6344,6664.5,9006.5
1489.5,605,662.5
4322.5,2213,1981
3994,60623.5,3338.5
812.5,7468,76327.5
3535.5,4025.5,41490.5
6994.5,18054.5,33847.5
1823.5,25043,0.5
15408,35275,5623.5
2392,35716.5,114365
2645.5,22659.5,51782.5
5350.5,19239,27935
894.5,7120.5,37157.5
4115,9218,35962.5
6043.5,3972.5,9234.5
1361.5,6532,29492.5
3318.5,0.5,15673
3832,22751,10481
3067.5,8774.5,21634.5
9604.5,32568.5,10247
14791.5,11038.5,9344.5
3762.5,10720,5735.5
7881.5,0.5,2978
6735,22514.5,836
3496,5551,14628
8867.5,32312.5,14684.5
8057.5,9637.5,15762.5
3971.5,49960.5,14347.5
2228,3216.5,10470.5
8426,11075.5,33444.5
0.5,4324,19878.5
3284,24588,16270
10627,2611,55607
5078.5,8845.5,15594
2066,4180.5,8593
13511.5,6665,14469
3617,34302.5,25234.5
4506,7920.5,40734.5
17163.5,32072.5,31007.5
2261,18943,27191
4369,28536.5,64057
1912.5,14068.5,6851
7586.5,3750.5,17951.5
9437,41072.5,26985.5
6814.5,74150.5,68171.5
4732,1370.5,19293
4953.5,6518,5865.5
2774,8731.5,2061.5
4695,12284.5,3982
6885.5,47419,80679.5
14172,48962.5,5902.5
6756.5,6637.5,9132.5
580,9782.5,24659.5
2894,1992,9441.5
4037.5,10940,10689.5
5535.5,3383.5,16185
8342.5,9417,7616
5954.5,4076,78701.5
3363.5,12409,6908.5
8666.5,23025,31688
31947.5,16326.5,38520.5
7441,21068,23007.5
7349.5,3282,0.5
2509,17918,21681.5
3622.5,17301.5,1347.5
9730,9559.5,11886.5
14932,10804.5,3492
2626,15378.5,6412
926.5,14648,23739.5
4124.5,12038.5,50891
0.5,3273.5,23076.5
4476,15398.5,67475
6868.5,1880.5,0.5
10867,4393,55776.5
11739.5,28464,53578.5
17118.5,18755.5,2361
11054.5,33496.5,6349
5715,7603,10097.5
6925,37216.5,19078
10017,9549.5,1649.5
10421.5,5986.5,22768
553.5,10832,2545.5
13112,40135,40107.5
5866,12181,7571.5
4485,57715.5,111001.5
919.5,36385,47144.5
3193.5,15559,18841
0.5,47056,5187
54.5,12539.5,19122.5
893.5,13037.5,28297.5
0.5,5956.5,3701
2284,27284.5,15579
6103.5,0.5,4653
18068,5013.5,23604
5940,14783,17112
8508.5,14406,64734
6053.5,12783,15742.5
4003,76075,6929.5
1303,8098.5,78675
12039,4524.5,47863
4334,0.5,0.5
1873.5,32202.5,10301
1393.5,16166.5,26159
4201.5,3525.5,0.5
0.5,11548.5,20533
559,13888,87037
8819,3060,15649.5
1805,5424,3165
8541,17488.5,18091
4405.5,18706.5,29126.5
4800.5,8615.5,36597
4641,692,34412
2437,32456,36715.5
2392,2680.5,9298
1473,9905,13146.5
2827.5,19236,28947
1225.5,12811,30106
4032.5,24650,13315.5
7496,741.5,92493.5
7327,1586.5,17692
6798,33286.5,8135.5
2440.5,14497.5,0.5
8225.5,2311.5,1860.5
10487.5,24021.5,6960.5
12171.5,3059,85452
5716,5086.5,15687.5
1693,8217.5,43366
3700.5,3661,3751.5
6859,8748.5,24026.5
14888.5,10489.5,28672
3521,14257,91012
6371.5,44060,5459
10400,11039,3065.5
10228,33980.5,39370
1947.5,42059.5,21651
1769,9217,25469
8410.5,32113.5,12325.5
3643.5,1969,53454.5
15858.5,53371,21142.5
2667,12938.5,35318
12271.5,13479.5,1918
5200,7355.5,10440
9825.5,11477.5,29664.5
6106.5,14638.5,5257.5
8351,11443.5,7052
472,35104,5345
2955.5,4900.5,21167.5
1681,10292,68945
4606.5,48206.5,4934.5
2987.5,2810,35203.5
10637,20264,5284
7612,13924,28991
2789.5,16280,40080
8976,31031.5,0.5
3688,12402,4862
7718.5,13394.5,27333
1649,9021.5,44921.5
17082.5,0.5,49580
1376.5,4934,72202
4310.5,8886,2730.5
1036.5,2451.5,11971
999,20710,9991.5
7186,29563.5,10890
0.5,9024.5,40649.5
1320.5,35275,1343
7213.5,5995,0.5
2888.5,17685.5,27591.5
2944,27887,19509
1864,19230.5,16919
2261.5,14192,54403
4347,33105.5,73449
7515.5,20460.5,3707.5
2222.5,7755.5,2885.5
1298,9393.5,12891.5
10528,25010.5,11352.5
15155,7056,10911.5
9767.5,5417.5,34897
7408.5,9291.5,17118.5
11461,1717.5,6359
7442,7674.5,54873.5
11333,4757,17377
5809.5,26548.5,71658.5
7787.5,2821,44473
9598.5,66086,40937.5
4293,6901.5,41869
3252,9307,13216
978.5,19551.5,16223
30447.5,45383,46055
8420.5,2730,19307
4555,4544,0.5
4662.5,4094.5,1477
5954.5,19668.5,77274
6531.5,37944,2804
3921.5,6673.5,39572.5
11599,23596,0.5
13016.5,21287,14581.5
3541,8726,103521
6486.5,16929,19073.5
9250.5,27890.5,6877
19706.5,3827.5,16654.5
3476.5,11676.5,17233
1002,6320,36537.5
1865.5,24805.5,567.5
2463,29740,58297
8368,27721,45347
2798,19676,73548
