A_treatment_odor,A_larvae_length_mm,A_minutes_past_L,A_starved,A_sex,A_median_conc,A_median_speed,A_time_move,A_time_wall,A_bins_per_distance,A_discovery_time,A_cd_move,A_cd_speed,A_c_speed,A_cd_turn,A_c_turn,E_median_conc,E_median_speed,E_time_move,E_time_wall,E_bins_per_distance,E_discovery_time,E_cd_move,E_cd_speed,E_c_speed,E_cd_turn,E_c_turn,median_conc_diff,c_speed_diff,c_turn_diff,cd_turn_diff,cd_move_diff,cd_speed_diff,discovery_time_diff,stimulus
naive_100ul_left_milliQ_water,7.6,295,no,f,18.046416666666666,0.658006820645332,0.4452473596442468,0.7565314063368538,0.2896897343537761,16.0,-0.02301790281329924,0.10544791964020717,-0.007952342587112193,-0.020445026178010483,0.05246658967167134,10.558,0.7290760205731479,0.5011123470522804,0.7263626251390434,0.26377911917476604,1.0,0.0,-0.114550154855679,0.1624872194786291,-0.021276595744680826,0.1338890450425128,-7.488416666666666,0.1704395620657413,0.08142245537084147,-0.0008315695666703503,0.02301790281329924,-0.21999807449588613,-15.0,Neutral
naive_100ul_left_milliQ_water,7.5,329,no,f,5.287375000000001,0.34451067366037524,0.20800889877641826,0.710789766407119,0.4083947506972917,112.0,0.043478260869565216,-0.02081395020578991,0.008235832572504155,-0.07727272727272723,-0.1200604838709678,1.33,0.3726640722591373,0.3740967204002224,0.7904391328515842,0.2747869315098456,900.0,0.041666666666666664,-0.018257621476300168,-0.3726640722591373,-0.3895652173913043,-0.45022288261515603,-3.9573750000000008,-0.38089990483164143,-0.3301623987441882,-0.3122924901185771,-0.0018115942028985586,0.002556328729489743,788.0,Neutral
naive_100ul_left_milliQ_water,6.2,362,no,f,30.8965,0.5295117554730957,0.3770856507230256,0.4705228031145717,0.4166901439028927,1.0,-0.018072289156626502,-0.030472082977886394,-0.041129755760793085,-0.0009801430282789236,0.22034602076124565,17.635416666666668,0.5786131782047378,0.6963292547274751,0.5378197997775306,0.3563437013625526,5.0,0.01732283464566929,-0.005669421398710296,-0.13987214450403868,0.026236405493371414,-0.006177446102819229,-13.261083333333332,-0.0987423887432456,-0.2265234668640649,0.027216548521650338,0.035395123802295786,0.0248026615791761,4.0,Neutral
naive_100ul_left_milliQ_water,7.2,396,no,f,2.3165,0.3575320846396484,0.2212340188993885,0.9282934963868816,0.4570400834227394,900.0,-0.15384615384615385,0.11286222749560172,-0.3575320846396484,0.022222222222222143,-0.628140703517588,43.28604166666666,0.3921526369940606,0.40378197997775306,0.7675194660734149,0.4002001822476979,1.0,0.0079155672823219,-0.0423103663107991,-0.007540421391866893,0.013590286287178344,0.11635395874916833,40.969541666666665,0.3499916632477815,0.7444946622667563,-0.0086319359350438,0.16176172112847576,-0.1551725938064008,-899.0,Neutral
naive_100ul_left_milliQ_water,6.7,430,no,f,43.9665,0.3935491805575604,0.10734149054505006,0.19076751946607345,0.5307901166893559,1.5,0.12408759124087593,0.010567773216494936,-0.05624518616473384,0.11038961038961036,-0.035427081069332685,37.078833333333336,0.3872188126302751,0.39933259176863184,0.4849833147942158,0.5496585283101442,1.0,0.05093833780160858,-0.015749128492189124,0.009583773228974524,0.183817594834544,0.2418175951515832,-6.887666666666667,0.06582895939370836,0.27724467622091586,0.07342798444493362,-0.07314925343926734,-0.02631690170868406,-0.5,Neutral
naive_100ul_left_milliQ_water,5.6,419,no,f,28.93775,0.7655044840341513,0.26362625139043383,0.4293659621802001,0.4045022415518402,7.5,-0.005681818181818182,0.022618723020116027,-0.04986745884107102,-0.03464083938660212,-0.05736067862128207,26.89095833333333,1.2073173024510246,0.5183537263626251,0.5161290322580645,0.22020467963403345,40.5,0.012987012987012988,-0.059054945200562876,-0.15196449511487994,0.030617408906882637,0.010716759708243371,-2.046791666666671,-0.10209703627380892,0.06807743832952544,0.06525824829348477,0.018668831168831168,-0.0816736682206789,33.0,Neutral
naive_100ul_left_milliQ_water,5.2,419,no,m,51.80387500000001,0.5295807948377422,0.3442714126807564,0.4638487208008899,0.5266970227916922,138.5,-0.02017291066282421,-0.029066548294397032,-0.15357537035244598,0.026653373213692263,-0.08127421711236743,10.735333333333333,0.4865559613496048,0.22401334074485826,0.5964424680377988,0.6157857206772592,1.0,-0.10810810810810813,-0.04596375328943758,-0.12940121374935645,-0.012811037201281072,0.02660068048252401,-41.06854166666668,0.024174156603089525,0.10787489759489144,-0.03946441041497334,-0.08793519744528391,-0.01689720499504055,-137.5,Neutral
naive_100ul_left_milliQ_water,5.3,453,no,f,16.221500000000002,0.6171045097369547,0.2409571508069004,0.3917640511964385,0.5051932164626219,1.5,-0.12949640287769784,0.1289844808182402,0.16743857800166728,0.12438806127283253,-0.058549783549783525,13.38875,1.4339161068310258,0.4836020011117288,0.4452473596442468,0.2108057394935061,167.0,-0.00546448087431694,0.1998277369038868,-0.021416141448493242,-0.05120242076763815,0.02277270607050047,-2.8327500000000025,-0.18885471945016047,0.08132248962028399,-0.17559048204047067,0.1240319220033809,0.0708432560856466,165.5,Neutral
naive_100ul_left_milliQ_water,6.2,453,no,m,3.377333333333333,0.4885880570694881,0.2864293659621802,0.8481646273637374,0.4293451613613484,478.0,-0.061224489795918366,-0.032142842549839463,0.1665521726840944,-0.2148829431438128,-0.10436270316509838,37.66970833333333,0.5416262668696715,0.3709677419354839,0.7007786429365962,0.42336567747107,73.0,0.020408163265306117,0.01920688158428829,-0.03653147878261953,-0.12958333333333333,0.04266865982061613,34.292375,-0.20308365146671392,0.1470313629857145,0.08529960981047942,0.08163265306122447,0.05134972413412775,-405.0,Neutral
naive_100ul_left_milliQ_water,6.8,487,no,f,30.607375,0.4432203986848073,0.28420467185761955,0.8720800889877642,0.3573046424276789,338.5,-0.01212121212121212,-0.06448033022820697,0.0654761065936984,0.01994783439256453,0.05480829666876175,12.157291666666666,1.21228232065228,0.5189098998887653,0.5767519466073415,0.17332080100255004,151.5,0.0049423393739703465,0.040888340710378834,0.1341247226266835,-0.002866138312886734,0.017132913133439398,-18.450083333333332,0.06864861603298511,-0.03767538353532235,-0.02281397270545126,0.017063551495182468,0.1053686709385858,-187.0,Neutral
naive_100ul_left_milliQ_water,7.2,279,no,f,2.0997916666666665,0.3428434994577753,0.42102335928809786,0.7886540600667408,0.3898093101958576,280.0,0.010752688172043013,-0.25170083222585315,0.1289608677343274,-0.03862164662349677,-0.13229211239480815,5.862,0.3826158921969257,0.6559199555308505,0.5364091161756531,0.43107298082979023,49.5,0.05339805825242718,-0.04881459584016268,0.12426192880637947,0.015479144511402587,-0.05390334572490707,3.7622083333333336,-0.0046989389279479404,0.07838876666990108,0.054100791134899365,0.042645370080384166,0.20288623638569048,-230.5,Neutral
naive_100ul_left_milliQ_water,7.2,279,no,f,37.436125,0.434461006312794,0.5745272525027809,0.5333704115684094,0.3689530093145075,22.5,-0.036312849162011177,0.0191312790010279,-0.1027104344612681,0.02443064182194621,0.0194304010785305,17.68325,0.4496824562131913,0.7163515016685206,0.3587319243604005,0.38139329788805065,154.0,0.0202808112324493,0.012170298614007093,0.038016417767235744,-0.05089697890492606,-0.004046972100498925,-19.752875,0.14072685222850384,-0.023477373179029426,-0.07532762072687227,0.056593660394460475,-0.006960980387020808,131.5,Neutral
naive_100ul_left_milliQ_water,6.2,324,no,f,2.575125,0.4391385817725317,0.3859844271412681,0.553392658509455,0.4357293683872551,789.5,0.10144927536231883,-0.07559832327130167,0.2050435277950732,0.03791737408036217,-0.3474062660503339,22.80125,0.4752512338151607,0.6989426822481914,0.3583750695603784,0.4610419264690986,1.0,-0.01914580265095729,-0.036592996456154436,-0.0948916653541294,0.01638632852505689,0.05865557489210616,20.226125,-0.2999351931492026,0.4060618409424401,-0.021531045555305283,-0.12059507801327612,0.039005326815147234,-788.5,Neutral
naive_100ul_left_milliQ_water,7.3,324,no,f,20.175,0.42184684379533294,0.2373540856031129,0.3446359088382435,0.5891120049240149,86.5,0.049773755656108594,0.134315138102928,0.06534910764266716,-0.08185550082101811,0.07375621890547268,24.83270833333333,0.4191445253271545,0.4505005561735261,0.3843159065628476,0.4777601623348411,48.0,0.01440922190201729,-0.013694383238863295,0.1025916413153371,-0.03837719298245612,0.1547398161423632,4.6577083333333285,0.037242533672669935,0.08098359723689053,0.043478307838561984,-0.035364533754091314,-0.1480095213417913,-38.5,Neutral
naive_100ul_left_milliQ_water,6.6,360,no,m,37.6675,0.5515321084222279,0.25305895439377085,0.5122358175750834,0.4730830076531338,38.0,-0.014388489208633094,0.07963908290357269,-0.047088784805216055,-0.029714759020551818,0.06956452129362795,34.32645833333333,0.4353522356348066,0.25528364849833146,0.5628476084538376,0.5010763651681973,82.0,0.0726643598615917,0.002215877389467602,0.08571269907763117,-0.10784785748675974,0.00036440935317338935,-3.3410416666666687,0.13280148388284724,-0.06920011194045456,-0.07813309846620793,0.08705284907022479,-0.07742320551410509,44.0,Neutral
naive_100ul_left_milliQ_water,5.3,360,no,m,7.489166666666666,0.7399309667623702,0.25583982202447164,0.5862068965517241,0.3719041578588581,6.0,-0.02830188679245283,-0.3308361194258925,-0.1303295462388513,-0.06822837801727982,0.01589912280701755,4.353125,1.7511544824153378,0.71412680756396,0.4649610678531702,0.1439488297446512,96.0,0.042857142857142864,-0.042209113195689874,0.3331177839788604,0.02179513391944388,0.12316517837990232,-3.136041666666665,0.4634473302177117,0.10726605557288477,0.0900235119367237,0.0711590296495957,0.28862700623020265,90.0,Neutral
naive_100ul_left_milliQ_water,6.3,397,no,f,8.910458333333334,0.5434229179242172,0.4977753058954394,0.550055617352614,0.3864028537010405,2.0,-0.0057803468208092465,0.024558981116075903,-0.09365360846431896,-0.09402566158781073,0.08630049332259992,4.23175,0.5108371236438031,0.5773081201334817,0.5528364849833148,0.3811411792683096,338.0,0.012987012987012988,0.11301225446552444,-0.0248288903164482,-0.01740890688259106,-0.07378526645768024,-4.678708333333335,0.06882471814787076,-0.16008575978028014,0.07661675470521967,0.01876735980782224,0.08845327334944854,336.0,Neutral
naive_100ul_left_milliQ_water,7.0,397,no,f,2.000125,0.4306129498168697,0.28809788654060065,0.6985539488320356,0.4934623755821274,613.0,0.06521739130434782,-0.03730273139514512,-0.11090971197704502,-0.17204556241101088,0.03441629955947133,13.283083333333336,0.4354968904141102,0.5250278086763069,0.6307007786429366,0.4709343840015913,100.5,-0.0075187969924812035,-0.033494196026829015,-0.10856035469092423,0.009121061359867344,-0.054593004249754856,11.282958333333335,0.0023493572861207897,-0.0890093038092262,0.18116662377087825,-0.07273618829682903,0.0038085353683161016,-512.5,Neutral
naive_100ul_left_milliQ_water,6.1,436,no,f,9.310416666666667,0.7600974432685563,0.6824249165739711,0.4154616240266963,0.2384071987101661,9.5,0.004497751124437782,0.04633976351383984,0.014464142248686085,-0.02437511238985796,0.03926792764431142,25.38333333333333,0.8603242604989483,0.7580645161290323,0.503337041156841,0.1803828344707151,53.5,-0.029927760577915376,0.28775645976058994,-0.034749216849208835,0.03121562273483136,0.0119376485811441,16.072916666666664,-0.04921335909789492,-0.027330279063167318,0.05559073512468932,-0.03442551170235316,0.2414166962467501,44.0,Neutral
naive_100ul_left_milliQ_water,6.6,436,no,m,3.2870833333333334,0.3563754915801699,0.4293659621802001,0.4360400444938821,0.5224439004584909,124.0,-0.006711409395973154,-0.034366928531292085,0.10943801647626106,-0.12936936936936938,-0.2180462341536168,1.136,0.3731676029796017,0.613118399110617,0.5919955530850473,0.41101505741330174,597.0,-0.011235955056179777,-0.009380381007686513,0.08372847263222155,-0.13333333333333336,0.20247155178662024,-2.151083333333333,-0.025709543844039503,0.420517785940237,-0.003963963963963979,-0.0045245456602066225,0.024986547523605573,473.0,Neutral
naive_100ul_left_milliQ_water,6.1,477,no,m,56.342125,0.4348197220200617,0.16240266963292546,0.7880978865406006,0.3902033097951595,7.0,0.0,0.05126586242722708,0.15726585707104485,0.14018691588785048,0.04685408299866134,39.36858333333333,0.483975254624678,0.2814238042269188,0.8342602892102335,0.37333029868243817,1.0,-0.04398826979472141,-0.0308229549710477,-0.0385564180085668,-0.035362238919142475,0.02319902319902317,-16.97354166666667,-0.19582227507961164,-0.023655059799638167,-0.17554915480699296,-0.04398826979472141,-0.08208881739827477,-6.0,Neutral
naive_100ul_left_milliQ_water,6.8,477,no,f,14.400666666666664,0.6579079716607051,0.7669632925472748,0.4810901001112347,0.2954954653277748,12.5,0.011464968152866241,-0.02286574813051978,0.026452788290036392,-0.04812511360980548,0.05754757621062768,9.570666666666668,0.7648901325802913,0.7947719688542826,0.5884315906562848,0.2240488801825721,89.0,-0.01272984441301273,-0.03983279821884223,0.01476659744005826,-0.035128299530982336,0.03384707892904615,-4.8299999999999965,-0.011686190849978132,-0.02370049728158153,0.012996814078823143,-0.024194812565878968,-0.01696705008832245,76.5,Neutral
naive_100ul_left_food_05percent,6.7,419,no,f,28.72458333333333,0.44415345260790223,0.3253615127919911,0.4215795328142381,0.4852222862006925,91.5,0.08021390374331551,0.012000090919824014,0.007200752244278408,-0.023025558369790426,0.006623472010912346,20.3685,0.7552030023297329,0.6542523624235687,0.5403001667593107,0.21435876375663626,26.0,0.03780964797913952,-0.11421804243570145,-0.15215070665136046,0.0227152020263921,0.09939128924334084,-8.35608333333333,-0.15935145889563887,0.0927678172324285,0.045740760396182516,-0.042404255764176,-0.12621813335552545,-65.5,Neutral
naive_100ul_left_food_05percent,6.7,419,no,f,4.307541666666666,0.4188136031540489,0.6084538375973304,0.5339265850945495,0.4171610484833338,29.0,-0.02,-0.13328708808484102,0.1530673419857092,-0.19634520474856607,0.20538979788257936,15.750125,0.8628169102914629,0.7196885428253615,0.7063403781979978,0.19104383512682868,20.5,0.03355704697986577,-0.3305571512884207,-0.38976817566922417,0.0014430014430014682,0.16277915275699326,11.442583333333335,-0.5428355176549333,-0.0426106451255861,0.1977882061915676,0.05355704697986577,-0.1972700632035797,-8.5,Neutral
naive_100ul_left_food_05percent,6.5,455,no,f,24.023125,0.6408585133934875,0.3659621802002225,0.5617352614015573,0.28819839149817833,193.5,-0.022935779816513763,0.0611280820138681,-0.2208617991849292,-0.0036842880902756,0.10520833333333328,39.492,1.227533648494154,0.7063403781979978,0.6446051167964405,0.13310566021108078,1.0,0.0010152284263959394,-0.07938914203534607,-0.6628326865124681,0.03992067811144645,0.07849475734593225,15.468874999999995,-0.4419708873275389,-0.026713575987401025,0.04360496620172205,0.023951008242909702,-0.14051722404921418,-192.5,Neutral
naive_100ul_left_food_05percent,6.0,455,no,m,12.798583333333333,0.7102332429861832,0.41768631813125695,0.5967741935483871,0.3695203348332727,307.0,0.029333333333333333,0.0926635837851154,0.04722454473013205,-0.09710755565677848,-0.03979046693956845,12.480416666666667,0.6026311495097214,0.5066740823136818,0.6140155728587319,0.34503538270851153,55.0,-0.0423728813559322,-0.010678941324790414,-0.05123501829096222,-0.05262968558889125,0.05933057112681778,-0.3181666666666665,-0.09845956302109428,0.09912103806638622,0.044477870067887226,-0.07170621468926554,-0.1033425251099058,-252.0,Neutral
naive_100ul_left_food_05percent,6.0,95,no,f,65.23608333333334,0.6053467816716328,0.3140633685380767,0.5714285714285714,0.3583481918510519,181.5,0.022857142857142857,0.06392220436881646,-0.0177006962487688,-0.005978633735175931,0.05453787457678505,33.60025,0.5274177476593852,0.4788654060066741,0.4610678531701891,0.3640367110711017,174.5,0.0019120458891013386,-0.03685686967957792,-0.2483996473994501,-0.0132052294463455,0.0023744195863233397,-31.635833333333334,-0.2306989511506813,-0.05216345499046171,-0.007226595711169569,-0.02094509696804152,-0.10077907404839437,-7.0,Neutral
naive_100ul_left_food_05percent,6.2,130,no,f,12.946000000000002,0.5454299721730814,0.3807670928293496,0.5336297943301834,0.36041423539503775,658.5,-0.024258760107816708,-0.012627073051114324,-0.12891840240593996,0.01724338470485609,0.1945304437564499,30.95395833333333,0.4015029157385949,0.585650723025584,0.5278086763070078,0.4194253951084725,178.0,0.009784735812133072,-0.0026698094342072487,-0.10869646417331086,-0.006005453932653171,0.04201185209664944,18.007958333333328,0.020221938232629102,-0.15251859165980047,-0.023248838637509258,0.034043495919949776,0.009957263616907077,-480.5,Neutral
naive_100ul_left_food_05percent,6.5,130,no,f,10.342166666666666,0.5014794474565231,0.6883695047301057,0.4474123539232053,0.4160396499261841,307.5,0.05035971223021583,-0.00988065986218123,-0.07548880800924962,-0.10356994603569948,0.09683059379036928,55.0565,0.38680902038528703,0.5812013348164627,0.4872080088987764,0.3258516711590549,38.0,-0.011730205278592377,-0.01681147691859014,-0.10091254268478857,0.012041457016298995,0.07454545454545453,44.71433333333334,-0.025423734675538948,-0.02228513924491475,0.11561140305199848,-0.06208991750880821,-0.006930817056408911,-269.5,Neutral
naive_100ul_left_food_05percent,6.0,170,no,m,2.015625,0.5667472446440852,0.1696329254727475,0.8481646273637374,0.5378042585678253,1.0,-0.04854368932038835,-0.1913270785121347,-0.04692655653654222,0.1991685563114134,-0.17178612059158133,10.2105,0.4427078243871528,0.35630906058921624,0.5586436909394108,0.5771414152692892,167.0,0.0728476821192053,-0.006509906555809186,-0.10669243281800468,0.05361552028218697,-0.034869075240305025,8.194875,-0.059765876281462474,0.1369170453512763,-0.14555303602922642,0.12139137143959365,0.18481717195632552,166.0,Neutral
naive_100ul_left_food_05percent,5.3,170,no,m,1.9057916666666663,0.633059195600685,0.1507230255839822,0.6295884315906563,0.4500748119481726,180.0,0.0625,-0.33330988049002164,-0.2770814665325164,0.05490196078431375,-0.5724907063197026,1.63325,0.5861591038539387,0.4234835837506956,0.5414579855314413,0.4097428948833076,100.5,0.027027027027027032,-0.10251883093291747,-0.13335128482063846,-0.12524366471734893,0.033807491702228576,-0.27254166666666624,0.14373018171187796,0.6062981980219311,-0.1801456255016627,-0.03547297297297297,0.23079104955710414,-79.5,Neutral
naive_100ul_left_food_05percent,5.6,275,no,m,42.78475,0.6638713408487829,0.042269187986651836,0.7219132369299222,0.6489288284544931,436.5,0.03571428571428571,0.16053122334119618,0.06323978338887593,-0.04342273307790556,0.031878031878031836,28.48958333333333,0.5547941998608333,0.12958843159065628,0.5611790878754171,0.6485148665270268,508.0,0.07462686567164177,-0.03940263132105937,0.12460467841641842,0.0815412186379928,0.1174284652545522,-14.295166666666674,0.0613648950275425,0.08555043337652035,0.12496395171589834,0.038912579957356065,-0.19993385466225555,71.5,Neutral
naive_100ul_left_food_05percent,6.8,275,no,f,30.51275,0.6088086323287539,0.550055617352614,0.7675194660734149,0.3144603295397715,16.0,-0.027829313543599257,-0.07551191688242909,-0.03900140908923955,0.054923250750957664,0.032438033462515614,30.074,0.4616903812048204,0.7504168982768205,0.7109505280711507,0.3238758528722141,1.0,-0.043137254901960784,0.005138196662621497,-0.06506487061163517,0.002855499404248341,-0.056821718153104224,-0.4387499999999989,-0.026063461522395626,-0.08925975161561983,-0.052067751346709316,-0.015307941358361525,0.08065011354505057,-15.0,Neutral
naive_100ul_left_food_05percent,5.4,314,no,f,6.62125,0.6340804876331907,0.5669816564758199,0.5486381322957199,0.3369966862211512,10.5,-0.08241758241758243,-0.03954825345587576,0.17961333509427835,0.10067175294081887,0.0301056313781658,31.281791666666663,0.6907974628823773,0.6362625139043382,0.71412680756396,0.21711439268844349,52.0,0.0140485312899106,0.027397648375601324,-0.36627103744554135,0.01457172315683686,0.14672258427378435,24.660541666666663,-0.5458843725398197,0.11661695289561855,-0.08610002978398201,0.09646611370749304,0.06694590183147707,41.5,Neutral
naive_100ul_left_food_05percent,6.8,355,no,m,25.404375,0.400539975822334,0.3348164627363737,0.8403781979977754,0.4354276132438648,6.5,-0.025,0.1474927635239729,0.014224026596948491,-0.028298936835522207,0.09519781478544363,6.0058333333333325,0.4158754036750703,0.2803114571746385,0.7369299221357063,0.5673444476169935,368.5,-0.014492753623188406,-0.04944060227800784,-0.08574033905963963,0.0910364145658264,0.1251251808167353,-19.398541666666674,-0.09996436565658813,0.029927366031291664,0.1193353514013486,0.010507246376811595,-0.19693336580198076,362.0,Neutral
naive_100ul_left_food_05percent,4.8,355,no,f,25.870875,1.805629414946551,0.7185761957730812,0.24694104560622915,0.15559722503046874,12.5,0.012485811577752557,0.19802839091836288,-0.5057538818215488,-0.04690479872171538,0.10581783908833856,60.70666666666666,0.7205154996753542,0.6548082267926626,0.3652028904947193,0.22407035550651566,1.0,0.0059880239520958105,0.10639390244204516,-0.5416910555443932,-0.021543316121629352,0.06825483421228107,34.835791666666665,-0.03593717372284444,-0.0375630048760575,0.025361482600086027,-0.006497787625656746,-0.09163448847631772,-11.5,Neutral
naive_100ul_left_food_05percent,5.8,405,no,f,1.7975416666666666,0.6068856818845965,0.3882091212458287,0.5027808676307007,0.3630659433324943,634.5,-0.043902439024390234,0.07554291107230815,-0.07160923761517157,-0.03185199313370202,0.0991478255400774,7.5230000000000015,0.5110369776419136,0.5050055617352615,0.4221357063403782,0.4061734888088328,273.0,0.03836317135549872,0.0050800534447003045,-0.0891175621086357,-0.08107116654438734,0.14367770243318712,5.725458333333335,-0.017508324493464122,0.04452987689310972,-0.049219173410685324,0.08226561037988896,-0.07046285762760784,-361.5,Neutral
naive_100ul_left_food_05percent,5.6,405,no,m,28.93666666666667,0.7364921541715469,0.3414905450500556,0.6535038932146829,0.3799969721696026,187.0,-0.02564102564102564,0.0514228886729492,-0.02695946639859459,-0.007309941520467822,0.05495942771727525,2.4100833333333336,0.9250439837162988,0.5311457174638488,0.6512791991101223,0.2255244758971628,75.5,0.03016241299303944,-0.2160792044803088,-0.12489078438996715,-0.04635975688607269,-0.03428654534877379,-26.52658333333334,-0.09793131799137256,-0.08924597306604902,-0.03904981536560487,0.05580343863406508,-0.267502093153258,-111.5,Neutral
