animal_ID,treatment_odor,larvae_length_mm,minutes_past_L,starved,sex,median_conc,median_speed,time_move,time_wall,bins_per_distance,discovery_time,cd_move,cd_speed,c_speed,cd_turn,c_turn
170530-04-top,naive_100ul_left_indole_100uM,5.9,150,no,m,11.592666666666664,0.6168123574722855,0.45692051139521955,0.49305169538632576,0.38687916669868755,10.0,-0.002932551319648094,-0.029407537317008514,-0.011365979057301079,-0.091124871001032,0.1081558087688878
170530-05-bottom,naive_100ul_left_indole_100uM,6.4,450,no,f,59.18845833333333,0.4990280737139245,0.3092324805339266,0.4849833147942158,0.33298128892585166,125.0,0.0,0.026894631464719265,-0.05332919896375071,-0.05555555555555558,0.07852564102564108
170530-05-top,naive_100ul_left_indole_100uM,7.2,450,no,f,28.12120833333333,0.5328393136817386,0.41379310344827586,0.6434927697441601,0.42203876818388014,320.5,0.005076142131979695,-0.011786058703819213,-0.0369617091728644,-0.11595547309833021,0.07185374624482094
170530-06-bottom,naive_100ul_left_indole_100uM,7.3,485,no,f,5.7415,0.5028565987847522,0.39466370205669815,0.6703724291272929,0.3837828990411662,558.5,0.056179775280898875,-0.013831305714668618,0.28368942087215515,-0.1479229989868288,-0.09305588028992284
170530-06-top,naive_100ul_left_indole_100uM,5.5,485,no,m,49.81133333333333,0.6408172913752718,0.15063924402445802,0.8076709282934964,0.3361192635416888,1.0,-0.022222222222222223,0.04161870868998452,0.1344747230014781,-0.10721343873517786,-0.03879830917874394
170530-07-bottom,naive_100ul_left_indole_100uM,6.9,530,no,f,30.753166666666665,0.6956336504071284,0.2474972191323693,0.8209121245828699,0.38081969847191977,260.5,0.0036101083032490976,0.03980083175468396,-0.12205631030905228,0.19153372953810865,0.09635550971291051
170530-07-top,naive_100ul_left_indole_100uM,6.7,530,no,m,32.967,0.48912108109292646,0.4708171206225681,0.7509727626459144,0.3033547836317476,402.5,-0.013333333333333334,-0.015504754824778644,-0.05707063277126623,-0.08843053579895682,-0.03586033750905898
170531-02-bottom,naive_100ul_left_indole_100uM,6.5,30,no,m,3.0706666666666664,0.576323558366352,0.18298109010011124,0.5962180200222469,0.47517588482093287,3.5,-0.034482758620689655,-0.025393608464480577,0.06777467557748296,0.012698412698412764,-0.1365628042843232
170531-03-top,naive_100ul_left_indole_100uM,5.2,65,no,f,10.890291666666666,0.576119812793824,0.553392658509455,0.3743047830923248,0.4401537316284418,10.0,0.0072992700729927005,-0.09998723564624856,-0.042979691875376314,-0.025646490480250084,0.09623388829215895
170531-04-bottom,naive_100ul_left_indole_100uM,5.9,100,no,f,19.212833333333336,0.6278557231358484,0.20800889877641823,0.7002224694104561,0.4619836240262878,353.0,0.014925373134328358,0.0028551701189218903,-0.006987704270919215,0.09387997623291738,-0.024247491638795915
170531-04-top,naive_100ul_left_indole_100uM,6.0,100,no,m,30.802583333333335,0.5851309548054978,0.25528364849833146,0.7252502780867631,0.4387823569516277,213.0,-0.0873015873015873,0.03076717974532206,-0.0404827815258445,-0.03052999047921301,0.015711702724608756
170531-05-bottom,naive_100ul_left_indole_100uM,5.0,145,no,m,27.430958333333336,0.6409272345865326,0.21468298109010012,0.25361512791991103,0.5560563004762537,1.0,-0.07692307692307693,-0.09845945345557372,-0.04435673958649733,0.00366300366300365,0.052076031831113645
170531-05-top,naive_100ul_left_indole_100uM,6.5,145,no,f,18.876041666666666,0.8663921314303639,0.25417130144605116,0.7030033370411568,0.3449572094247151,419.5,0.013986013986013986,-0.09988603509369987,0.11157575915055018,-0.059036439227194926,0.03418954202244018
170531-06-bottom,naive_100ul_left_indole_100uM,6.1,180,no,f,13.541666666666664,1.1949311614076439,0.6405119643850863,0.38898163606010017,0.1842328590404179,11.0,-0.011267605633802818,0.005544773203467246,-0.009940622286261247,-0.014411669007769301,0.08920424921793535
170531-07-bottom,naive_100ul_left_indole_100uM,6.6,255,no,f,13.6485,0.6678666939055163,0.4432703003337041,0.5956618464961068,0.3577379127075592,300.0,-0.017811704834605598,0.07481230826268426,0.07187330025996241,-0.006036269430051866,-0.05034548303408598
170531-07-top,naive_100ul_left_indole_100uM,6.2,255,no,f,7.397708333333334,0.7994497040858498,0.6290322580645161,0.4922135706340378,0.25462394893524365,126.0,-0.03007518796992481,0.11188597624435437,-0.18509488462710744,-0.08705369773100208,0.17972784654479879
170531-08-bottom,naive_100ul_left_indole_100uM,5.9,290,no,f,10.273666666666665,0.6145997952633329,0.19911012235817574,0.1657397107897664,0.49193099899870457,1.0,-0.02564102564102564,0.046131067109881574,-0.028580460978734235,0.029605263157894746,-0.14704754601226994
170531-08-top,naive_100ul_left_indole_100uM,5.7,290,no,f,10.748249999999999,0.5111438411875399,0.7191323692992213,0.42825361512791993,0.3974494302997276,249.0,0.0,0.013895400983394923,0.16249794474756424,0.020000000000000018,0.21440586327045535
170531-09-bottom,naive_100ul_left_indole_100uM,5.8,325,no,m,17.490000000000002,0.8495054219918113,0.48526959421901056,0.5897720956086715,0.2975582472188606,78.5,0.01910828025477707,-0.08304880841635365,-0.05054523767101371,-0.01801948051948049,0.08234208367514351
170531-09-top,naive_100ul_left_indole_100uM,6.8,325,no,f,12.213958333333332,1.0397940473768574,0.4838709677419355,0.48053392658509453,0.23090371279652522,106.0,0.053406998158379376,-0.1003148774319289,0.17987571745494968,-0.060324889118663405,0.05672536530535782
170531-10-top,naive_100ul_left_indole_100uM,5.8,360,no,m,40.828500000000005,0.41527646401198093,0.2397107897664071,0.5261401557285873,0.5989510861430094,315.5,-0.0036101083032490976,-0.12352643974850347,-0.055612210862758193,-0.02382441872588892,0.07775559525060427
170531-11-bottom,naive_100ul_left_indole_100uM,5.9,395,no,m,8.93,1.3522838192763849,0.26418242491657395,0.5072302558398221,0.2262607258113641,58.5,0.00303951367781155,-0.0015231995582478675,0.12844353916370999,0.03377679231337771,0.040808150183150205
170531-11-top,naive_100ul_left_indole_100uM,6.1,395,no,m,30.8095,0.5838603860006566,0.21567537520844915,0.5642023346303502,0.5741820618053632,64.0,-0.03734439834024896,0.06848238826088104,0.01388233033359798,0.005172413793103403,0.013175230566534912
170601-01-bottom,naive_100ul_left_indole_100uM,7.0,150,no,f,24.837249999999997,0.5124683116076932,0.45773081201334814,0.6629588431590656,0.41714420052349743,123.5,-0.01443298969072165,0.025575522907871795,0.0332108709151811,-0.03544579378848178,-0.06990600481628206
170601-01-top,naive_100ul_left_indole_100uM,6.8,150,no,f,17.68925,1.1974004305140518,0.6336853807670928,0.5102834908282379,0.17906230200432113,24.0,-0.004037685060565276,0.029044259846427778,-0.023018657280635235,0.002608506629954377,0.08187841616011288
170601-02-bottom,naive_100ul_left_quinine_10mM,5.5,385,no,m,23.331125,0.8179898204283003,0.4810901001112347,0.29810901001112344,0.35939049831302694,164.5,0.07905138339920949,0.058384457873838835,-0.10608382291840834,0.11053467276643242,0.10331002331002326
170601-02-top,naive_100ul_left_quinine_10mM,6.9,385,no,f,12.022708333333334,0.3868917002387601,0.41657397107897665,0.6974416017797553,0.4960998464581998,249.0,0.05454545454545454,-1.7600091428593423e-05,-0.008498889429600087,-0.055923961096374875,0.16692711046289543
170601-03-bottom,naive_100ul_left_quinine_10mM,6.1,425,no,f,18.773666666666664,0.6782767792442473,0.43492769744160176,0.592880978865406,0.35597082328105306,80.5,-0.021377672209026127,-0.07710643218492574,-0.07151338993504353,0.018491758862045626,0.13294314381270905
170601-03-top,naive_100ul_left_quinine_10mM,5.8,425,no,m,3.23325,0.5719785754984542,0.22246941045606228,0.603448275862069,0.47318756846779236,137.0,-0.045454545454545456,0.10812124704013526,0.04822811173626074,0.023809523809523836,0.04471101417666301
170601-04-bottom,naive_100ul_left_quinine_10mM,7.1,460,no,f,30.439375,0.5595727647417582,0.15517241379310345,0.8592880978865406,0.4048479692655459,149.5,-0.10344827586206896,-0.08891938019550194,0.17616917374481755,-0.033653846153846145,0.127874071453838
170601-04-top,naive_100ul_left_quinine_10mM,7.2,460,no,f,48.485166666666665,0.4186445323876362,0.18743047830923248,0.9471635150166852,0.3796691403608174,151.5,0.08771929824561403,0.1128069490187702,0.004659140426759245,0.10359801488833742,0.026009509616067072
170605-01-bottom,naive_100ul_left_o-cresol_100uM,6.9,0,no,m,2.3948333333333336,0.4564371044656633,0.27308120133481645,0.7658509454949944,0.43954555018413477,6.0,0.02040816326530612,0.07280998582576292,0.5958749916429731,-0.16333333333333339,-0.30889810972798526
170605-02-bottom,naive_100ul_left_o-cresol_100uM,6.8,35,no,f,22.1145,1.1338341288439329,0.33147632311977715,0.5682451253481894,0.2381970869793076,8.5,-0.004830917874396135,-0.06798803868886183,-0.3304467177645194,-0.03976848394324123,0.18941438546887723
170605-02-top,naive_100ul_left_o-cresol_100uM,5.0,35,no,m,17.945375,0.6929017517944266,0.5433815350389322,0.38987764182424917,0.3898383835341298,142.5,-0.005825242718446602,0.03432008706995826,-0.08639728203349695,-0.042214647683397666,0.03493945667858711
